iso3,sex,diabetes,alcohol,undernutrition,smoking,diabetes.sd,alcohol.sd,undernutrition.sd,smoking.sd,inc.15plus,inc.15plus.sd,pop,adults,inc,inc.lo,inc.hi,inc.sd,hiv,hiv.sd,irr,irr.sd,sex,paf.hiv,paf.hiv.sd,sex,paf.dia,paf.dia.sd,sex,paf.alc,paf.alc.sd,sex,paf.smk,paf.smk.sd,sex,paf.und,paf.und.sd,inc.at.hiv,inc.at.hiv.sd,inc.at.dia,inc.at.dia.sd,inc.at.alc,inc.at.alc.sd,inc.at.smk,inc.at.smk.sd,inc.at.und,inc.at.und.sd,inc.at.hiv.num,inc.at.dia.num,inc.at.alc.num,inc.at.smk.num,inc.at.und.num,inc.at.hiv.lo.num,inc.at.hiv.hi.num,inc.at.dia.lo.num,inc.at.dia.hi.num,inc.at.alc.lo.num,inc.at.alc.hi.num,inc.at.smk.lo.num,inc.at.smk.hi.num,inc.at.und.lo.num,inc.at.und.hi.num
AZE,f,0.13,0.0209999990463257,,0.00200000002980232,0.0339285694822973,,,0.000765306152859513,51.2037754077407,8.89764178539085,4350224,3960725,39.9652446022531,44.3326159145907,73.9869312078432,6.94473068645278,,,,,f,,,f,0.0605848473393327,0.0207657269499626,f,0.0464162069068523,0.0148540673971298,f,0.00113829268122715,0.000663865713685529,f,,,,,3.10217291627545,1.20635760000379,2.37668503373769,0.875511913757027,0.05828488279783,0.0359576825564968,,,,122,94,2,,,,42,245,34,182,0,6,,
AZE,m,0.116000003814697,0.1,,0.39,0.0321428581159942,,,0.0714285714285714,99,17.2203984678777,4230090,3794191,74.2401454475941,44.3326159145907,73.9869312078432,12.9006545909532,,,,,m,,,m,0.0544319587598451,0.0194195121846832,m,0.185740469387786,0.0513818965405167,m,0.176374761967503,0.0677549224053491,m,,,,,5.38876391722466,2.16484772761171,18.3883064693908,6.07363773306045,17.4611014347828,7.45519508679626,,,,204,697,662,,,,66,419,288,1284,195,1408,,
BDI,a,0.0419999980926514,0.0680000019073486,,0.095,0.0119897954317988,,,0.0181122458710962,189.041417902959,37.7852064303462,11890781,6509974,105.566472865056,68.0357757226587,151.199017015834,21.2908864244417,0.00695589297288378,0.000375283892985133,12.7868274758347,3.5981767201052,a,0.0752652660606745,0.0217437868046995,a,0.0205094527810334,0.0076966465252851,a,0.134969511332371,0.0395075068866991,a,0.0508530436163747,0.0223839675697908,a,,,7.94548866727542,2.83745285222653,3.87713603414034,1.67395063788234,25.5148277959409,9.1660375300409,9.61333146992048,4.72366908059294,,,944,252,1661,625,,403,1711,20,765,250,4377,29,2106,,
BDI,f,0.0409999990463257,0.0229999995231628,,0.0220000004768372,0.0170918362481254,,,0.00535714261385859,139.11725731662,38.156545288259,4336883,3320463,77.1056760728476,68.0357757226587,151.199017015834,21.1482477286012,,,,,f,,,f,0.0199957564849586,0.00971130698227762,f,0.0505903651923443,0.0161258856747827,f,0.012350033019871,0.00597207458084875,f,,,,,2.78175480015846,1.59519842131235,7.03799285220514,3.02285677090587,1.71810272149414,0.981961347389027,,,,92,233,57,,,,9,268,51,551,5,165,,
BDI,m,0.0419999980926514,0.116000003814697,,0.167999992370605,0.0176020410596108,,,0.0308673479119126,241,66.1047529060738,4226931,3189511,130.294699994793,68.0357757226587,151.199017015834,35.7367282612284,,,,,m,,,m,0.0204704431922239,0.00997801326773839,m,0.208797834492434,0.0562152700129788,m,0.0859744924841516,0.0363424196843288,m,,,,,4.93337680932596,2.83703808888213,50.3202781126766,19.6942692628868,20.7198526886805,10.7137034239377,,,,157,1604,660,,,,14,464,409,3600,88,1798,,
BEL,a,0.0459999990463257,0.0810000038146973,0.025,0.25,0.0117346936342668,,,0.0336734713340292,9.88370322595468,0.799339531006705,11589616,9615444,8.685329899275,7.43137967306448,10.0355933747358,0.664693614740434,0.00171524233417225,0.000149530198045716,22.572132955381,9.52183344033708,a,0.0354326541645222,0.0155333581107144,a,0.022421102793776,0.00788189391259485,a,0.156401537410021,0.0447249289021209,a,0.122171022504961,0.0476251076389825,a,0.0521313159091489,0.00114598689956952,0.307744290625796,0.137341302970668,0.221603526012305,0.0801851795401529,1.5458263798437,0.460775370165645,1.20750212925047,0.482240740448948,0.452777676754281,0.0360605623024786,35,21,148,116,52,11,72,7,43,63,270,33,248,44,60
BEL,f,0.035,0.0430000019073486,,0.231000003814697,0.0122448984457522,,,0.0306122448979592,6.37276178759534,0.689255928187058,5195911,4888599,5.73380871944584,7.43137967306448,10.0355933747358,0.588283341977481,,,,,f,,,f,0.0171459979725457,0.00735296437456693,f,0.0902255464038129,0.0276661103330717,f,0.114112095793359,0.0447718699869067,f,,,,,0.109267360689627,0.0485910167740263,0.574985914387129,0.187925749127721,0.727209203574338,0.297567248204763,,,,5,28,35,,,,1,11,12,50,12,71,,
BEL,m,0.0569999980926514,0.121000003814697,,0.268999996185303,0.0158163260440437,,,0.0344387755102041,13,1.46171306894128,5053186,4726845,11.6887185723856,7.43137967306448,10.0355933747358,1.19925145076375,,,,,m,,,m,0.0276079977089812,0.0101206125821283,m,0.215718892118094,0.05759706409505,m,0.13009624091535,0.0500395854672475,m,,,,,0.358903970216756,0.138410615009322,2.80434559753522,0.816797681845405,1.69125113189955,0.681675393839841,,,,16,132,79,,,,6,33,64,224,27,160,,
BEN,a,0.0719999980926514,0.0640000009536743,0.0740000009536743,0.06,0.0165816326530612,,,0.0107142852277172,93.0928925196452,18.6072269770981,12123198,7038177,55.1264064230531,35.5290231587364,78.9565788433832,11.1180190114005,0.00618904351805522,0.000512869680514758,27.630416219362,7.93169022485768,a,0.139853096380913,0.0376783052888933,a,0.0346173127702681,0.0114131454612796,a,0.12813472042187,0.0377813079504989,a,0.0328560570884734,0.0145198332662083,a,0.139997815068275,0.00279235213334923,7.70959863061665,2.62819006304727,3.22262577704151,1.26050607371719,11.9284317562679,4.30688651928244,3.05866539115658,1.5079223465924,7.71757645179314,1.56439961564285,934,226,839,215,935,418,1654,31,609,145,2129,13,692,601,1342
BEN,f,0.07,0.0209999990463257,,0.00600000023841858,0.0219387764833411,,,0.00229591830652587,70.2157316032346,19.3159381911694,4502959,3563150,41.2244595954927,35.5290231587364,78.9565788433832,11.3406083697947,,,,,f,,,f,0.0336416314509662,0.0132053812581455,f,0.0464162069068523,0.0148540673971298,f,0.00340468570869265,0.00198190677822864,f,,,,,2.36217176465598,1.16063588628466,3.25914792621174,1.40498829804835,0.239062497914931,0.158607472670219,,,,84,116,8,,,,14,213,27,268,0,27,,
BEN,m,0.0740000009536743,0.108000001907349,,0.113000001907349,0.0239795908635976,,,0.0188775500472711,116,32.0622785189143,4443547,3475027,66.897667709214,35.5290231587364,78.9565788433832,18.4031581684046,,,,,m,,,m,0.0354773088831814,0.0142050800528947,m,0.197447114439761,0.0538799753748604,m,0.0598331664382545,0.0255076911225522,m,,,,,4.11536783044904,2.05341425544961,22.9038652750123,9.06224714786158,6.94064730683752,3.6199596173202,,,,143,795,241,,,,23,369,212,1757,34,643,,
BFA,a,0.0630000019073486,0.0179999995231628,0.192000007629395,0.123000001907349,0.0163265296391078,,,0.0252551010676793,82.6039202627611,16.5107140220447,20903278,11628432,46.8713639603855,30.2087790197748,67.1331717835208,9.45312363731771,0.00463659336109868,0.000334921229282812,18.9423689897489,5.40905454328406,a,0.0762788601088844,0.0220301949885423,a,0.0304231108840482,0.010703124066351,a,0.0400784387679179,0.0129026612426207,a,0.0646674920095899,0.0285432551312729,a,0.296929543367462,0.0048419720081252,3.57529421464685,1.27653795699721,2.51306822561106,1.03208982957815,3.31063616024104,1.27248288146215,5.34178835355291,2.6308251726086,13.9174926977674,2.81644358862698,747,292,384,621,2909,319,1354,30,841,50,1054,31,2067,1871,4171
BFA,f,0.055,0.00300000011920929,,0.0179999995231628,0.0193877560751779,,,0.00739795942695773,58.1033783217268,15.7919144462046,7609323,5903721,32.7985851566561,30.2087790197748,67.1331717835208,8.91432590859848,,,,,f,,,f,0.0266355530298058,0.0113819060321758,f,0.006936143595818,0.00230190322845624,f,0.0101212476909578,0.00608123353356961,f,,,,,1.54761561449922,0.804106597294925,0.403013375441636,0.176657759550642,0.588078683675624,0.399523171893663,,,,91,23,34,,,,13,244,5,56,1,114,,
