iso3,year,saved.hivneg,saved.hivneg.lo,saved.hivneg.hi,saved.hivpos,saved.hivpos.lo,saved.hivpos.hi,saved,saved.lo,saved.hi
ABW,2000,0,0,0,6.18e-09,2.66e-09,9.86e-09,6.18e-09,2.66e-09,9.86e-09
ABW,2001,0,0,0,6.32e-09,2.71e-09,1.01e-08,6.32e-09,2.71e-09,1.01e-08
ABW,2002,0,0,0,6.46e-09,2.78e-09,1.03e-08,6.46e-09,2.78e-09,1.03e-08
ABW,2003,0,0,0,6.59e-09,2.82e-09,1.05e-08,6.59e-09,2.82e-09,1.05e-08
ABW,2004,0,0,0,6.72e-09,2.89e-09,1.07e-08,6.72e-09,2.89e-09,1.07e-08
ABW,2005,0,0,0,6.8e-09,2.93e-09,1.08e-08,6.8e-09,2.93e-09,1.08e-08
ABW,2006,0,0,0,6.86e-09,2.95e-09,1.09e-08,6.86e-09,2.95e-09,1.09e-08
ABW,2007,0,0,0,6.88e-09,2.95e-09,1.1e-08,6.88e-09,2.95e-09,1.1e-08
ABW,2008,0,0,0,6.89e-09,2.96e-09,1.1e-08,6.89e-09,2.96e-09,1.1e-08
ABW,2009,0,0,0,6.9e-09,2.97e-09,1.1e-08,6.9e-09,2.97e-09,1.1e-08
ABW,2010,0,0,0,6.91e-09,2.98e-09,1.1e-08,6.91e-09,2.98e-09,1.1e-08
ABW,2011,0,0,0,6.94e-09,2.99e-09,1.11e-08,6.94e-09,2.99e-09,1.11e-08
ABW,2012,0,0,0,6.98e-09,3.01e-09,1.11e-08,6.98e-09,3.01e-09,1.11e-08
ABW,2013,0,0,0,7.02e-09,3.02e-09,1.12e-08,7.02e-09,3.02e-09,1.12e-08
ABW,2014,0,0,0,7.06e-09,3.03e-09,1.12e-08,7.06e-09,3.03e-09,1.12e-08
ABW,2015,0,0,0,7.1e-09,3.06e-09,1.13e-08,7.1e-09,3.06e-09,1.13e-08
ABW,2016,0,0,0,7.13e-09,3.06e-09,1.14e-08,7.13e-09,3.06e-09,1.14e-08
ABW,2017,0,0,0,7.17e-09,3.07e-09,1.14e-08,7.17e-09,3.07e-09,1.14e-08
ABW,2018,0,0,0,7.2e-09,3.1e-09,1.15e-08,7.2e-09,3.1e-09,1.15e-08
ABW,2019,0,0,0,7.23e-09,3.11e-09,1.15e-08,7.23e-09,3.11e-09,1.15e-08
ABW,2020,0,0,0,7.26e-09,3.13e-09,1.16e-08,7.26e-09,3.13e-09,1.16e-08
ABW,Cumulative,0,0,0,1.45e-07,1.26e-07,1.63e-07,1.45e-07,1.26e-07,1.63e-07
AFG,2000,3.88,0,14,0.00029,0,0.00319,3.88,0,14
AFG,2001,4.77,0,15.4,0.000205,0,0.000494,4.77,0,15.4
AFG,2002,5.95,0,17.1,0.000235,0,0.00162,5.95,0,17.1
AFG,2003,6.03,0,17.7,0.000222,0,0.000824,6.03,0,17.7
AFG,2004,7.63,0,19.7,0.000279,0,0.00215,7.63,0,19.7
AFG,2005,8.91,0,21.4,0.000342,0,0.00308,8.91,0,21.4
AFG,2006,10.3,0,23,0.000425,0,0.00457,10.3,0,23
AFG,2007,11.6,0.858,24.5,0.000555,0,0.00717,11.6,0.858,24.5
AFG,2008,11.4,0.246,24.7,0.000539,0,0.00622,11.4,0.246,24.7
AFG,2009,10.6,0,24.4,0.00051,0,0.00453,10.6,0,24.4
AFG,2010,11.3,0,25.4,0.000596,0,0.00621,11.3,0,25.4
AFG,2011,11.4,0,25.9,0.000693,0,0.00753,11.4,0,25.9
AFG,2012,11.6,0,26.6,0.000802,0,0.00937,11.6,0,26.6
AFG,2013,12.4,0,27.9,0.000985,0,0.0128,12.4,0,27.9
AFG,2014,12.9,0,28.9,0.00114,0,0.0157,12.9,0,28.9
AFG,2015,14.5,0.788,30.8,0.00155,0,0.0229,14.5,0.789,30.8
AFG,2016,16.8,3.37,33.4,0.00239,0,0.0344,16.8,3.37,33.4
AFG,2017,18.7,5.19,35.6,0.00344,0,0.0456,18.7,5.19,35.6
AFG,2018,19.4,5.65,36.6,0.00435,0,0.0544,19.4,5.66,36.6
AFG,2019,21,7.16,38.5,0.00268,0,0.0279,21,7.17,38.5
AFG,2020,20.9,6.61,38.9,1.31e-08,0,0,20.9,6.61,38.9
AFG,Cumulative,252,193,311,0.0222,-0.0385,0.083,252,193,311
AGO,2000,4.81,0,14.7,6.02,0,13.8,10.8,1.53,23
AGO,2001,6.66,0,17.5,4.21,0,11.8,10.9,0.907,23.7
AGO,2002,9.43,0,21.1,4.73,0,12.6,14.2,2.91,27.9
AGO,2003,11.5,0.906,24.3,5.26,0,13.7,16.7,4.45,31.6
AGO,2004,11.3,0,25.5,5.37,0,14.9,16.6,3.14,33.3
AGO,2005,11.7,0,27.6,6.01,0,17.2,17.7,2.76,36.5
AGO,2006,15.6,4.48,29.1,8.03,0,19.7,23.6,9.16,40.9
AGO,2007,15.1,0,34.4,2.59,0,5.96,17.7,2.54,37.1
AGO,2008,13.4,0,31.7,8.24,0,23.6,21.7,3.52,44.8
AGO,2009,15.2,0,36.6,2.61,0,6.36,17.8,1.87,39.5
AGO,2010,13.5,0,33.4,8.46,0,25.4,22,2.42,47.2
AGO,2011,16.4,0,37.8,4.64,0,10.8,21,3.71,43.1
AGO,2012,15.6,0,36.4,9.51,0,27.6,25.1,4.2,51.8
AGO,2013,17.9,0.826,39,10,0,28.1,27.9,6.5,54.8
AGO,2014,16.8,0,38.5,8.74,0,26.3,25.5,4.12,52.5
AGO,2015,19,1.04,41.2,8.82,0,25.9,27.9,6.22,54.9
AGO,2016,19.3,0.639,42,8.35,0,25,27.6,5.7,54.9
AGO,2017,18,0,41.5,7.43,0,23.8,25.4,3.38,53.1
AGO,2018,24,3.66,48.7,4.46,0.906,8.64,28.4,7.79,53.5
AGO,2019,27.4,6.87,52.9,3.99,1.22,7.31,31.4,10.6,57
AGO,2020,25.7,5.53,51,7.65,2.25,13.3,33.4,12.4,59.1
AGO,Cumulative,328,248,408,135,88.5,182,463,371,556
AIA,2000,0,0,0,7.65e-10,3.3e-10,1.22e-09,7.65e-10,3.3e-10,1.22e-09
AIA,2001,0,0,0,7.83e-10,3.37e-10,1.25e-09,7.83e-10,3.37e-10,1.25e-09
AIA,2002,0,0,0,8e-10,3.44e-10,1.27e-09,8e-10,3.44e-10,1.27e-09
AIA,2003,0,0,0,8.16e-10,3.5e-10,1.3e-09,8.16e-10,3.5e-10,1.3e-09
AIA,2004,0,0,0,8.32e-10,3.58e-10,1.33e-09,8.32e-10,3.58e-10,1.33e-09
AIA,2005,0,0,0,8.47e-10,3.66e-10,1.35e-09,8.47e-10,3.66e-10,1.35e-09
AIA,2006,0,0,0,8.61e-10,3.69e-10,1.37e-09,8.61e-10,3.69e-10,1.37e-09
AIA,2007,0,0,0,8.75e-10,3.76e-10,1.39e-09,8.75e-10,3.76e-10,1.39e-09
AIA,2008,0,0,0,8.88e-10,3.81e-10,1.42e-09,8.88e-10,3.81e-10,1.42e-09
AIA,2009,0,0,0,9.01e-10,3.88e-10,1.43e-09,9.01e-10,3.88e-10,1.43e-09
AIA,2010,0,0,0,9.14e-10,3.92e-10,1.46e-09,9.14e-10,3.92e-10,1.46e-09
AIA,2011,0,0,0,9.26e-10,3.98e-10,1.48e-09,9.26e-10,3.98e-10,1.48e-09
AIA,2012,0,0,0,9.38e-10,4.03e-10,1.5e-09,9.38e-10,4.03e-10,1.5e-09
AIA,2013,0,0,0,9.49e-10,4.09e-10,1.51e-09,9.49e-10,4.09e-10,1.51e-09
AIA,2014,4.66e-10,2.04e-10,8.04e-10,0.000855,0,0.00289,0.000855,2.82e-10,0.00289
AIA,2015,0,0,0,9.71e-10,4.17e-10,1.55e-09,9.71e-10,4.17e-10,1.55e-09
AIA,2016,0,0,0,9.82e-10,4.22e-10,1.56e-09,9.82e-10,4.22e-10,1.56e-09
AIA,2017,0,0,0,9.93e-10,4.28e-10,1.58e-09,9.93e-10,4.28e-10,1.58e-09
AIA,2018,0,0,0,1e-09,4.31e-10,1.6e-09,1e-09,4.31e-10,1.6e-09
AIA,2019,0,0,0,1.01e-09,4.36e-10,1.61e-09,1.01e-09,4.36e-10,1.61e-09
AIA,2020,0,0,0,1.02e-09,4.4e-10,1.63e-09,1.02e-09,4.4e-10,1.63e-09
AIA,Cumulative,4.66e-10,1.64e-10,7.67e-10,0.000855,-0.000813,0.00252,0.000855,-0.000813,0.00252
ALB,2000,0.275,0.179,0.388,0.00063,0,0.00154,0.276,0.179,0.388
ALB,2001,0.254,0.167,0.353,0.000512,0,0.00128,0.254,0.167,0.354
ALB,2002,0.273,0.179,0.384,0.000521,0,0.0014,0.274,0.179,0.384
ALB,2003,0.255,0.168,0.355,0.000503,0,0.00146,0.256,0.169,0.356
ALB,2004,0.244,0.158,0.342,0.000551,0,0.00171,0.244,0.159,0.343
ALB,2005,0.238,0.16,0.326,0.000599,0,0.00195,0.238,0.161,0.327
ALB,2006,0.221,0.149,0.301,0.000658,0,0.00222,0.221,0.15,0.301
ALB,2007,0.2,0.134,0.274,0.000656,0,0.00243,0.201,0.135,0.274
ALB,2008,0.194,0.13,0.266,0.00081,0,0.00285,0.195,0.131,0.267
ALB,2009,0.214,0.147,0.289,0.00105,0,0.00357,0.215,0.148,0.29
ALB,2010,0.203,0.138,0.276,0.00108,0,0.00389,0.204,0.139,0.277
ALB,2011,0.199,0.135,0.269,0.00126,0,0.00439,0.2,0.137,0.271
ALB,2012,0.191,0.131,0.259,0.00145,0,0.0048,0.193,0.132,0.261
ALB,2013,0.224,0.151,0.306,0.0017,0,0.00586,0.225,0.153,0.308
ALB,2014,0.191,0.131,0.259,0.00152,0,0.00518,0.193,0.132,0.261
ALB,2015,0.195,0.133,0.264,0.00166,0,0.00544,0.197,0.134,0.266
ALB,2016,0.195,0.133,0.264,0.00173,0,0.00559,0.197,0.134,0.266
ALB,2017,0.238,0.16,0.327,0.00211,0,0.00686,0.24,0.162,0.329
ALB,2018,0.207,0.141,0.282,0.00194,0,0.00609,0.209,0.142,0.284
ALB,2019,0.191,0.13,0.259,0.00642,0.00135,0.0137,0.197,0.136,0.265
ALB,2020,0.169,0.113,0.23,0.00153,0,0.0075,0.17,0.115,0.232
ALB,Cumulative,4.57,4.21,4.93,0.0289,0.0163,0.0414,4.6,4.24,4.95
AND,2000,0,0,0,4.45e-09,1.91e-09,7.08e-09,4.45e-09,1.91e-09,7.08e-09
AND,2001,0,0,0,4.58e-09,1.97e-09,7.3e-09,4.58e-09,1.97e-09,7.3e-09
AND,2002,0,0,0,4.77e-09,2.05e-09,7.59e-09,4.77e-09,2.05e-09,7.59e-09
AND,2003,0,0,0,4.98e-09,2.14e-09,7.93e-09,4.98e-09,2.14e-09,7.93e-09
AND,2004,0,0,0,5.19e-09,2.22e-09,8.27e-09,5.19e-09,2.22e-09,8.27e-09
AND,2005,0,0,0,5.37e-09,2.31e-09,8.55e-09,5.37e-09,2.31e-09,8.55e-09
AND,2006,0,0,0,5.51e-09,2.37e-09,8.78e-09,5.51e-09,2.37e-09,8.78e-09
AND,2007,0,0,0,5.62e-09,2.43e-09,8.96e-09,5.62e-09,2.43e-09,8.96e-09
AND,2008,0,0,0,5.71e-09,2.46e-09,9.09e-09,5.71e-09,2.46e-09,9.09e-09
AND,2009,0,0,0,5.74e-09,2.47e-09,9.15e-09,5.74e-09,2.47e-09,9.15e-09
AND,2010,0,0,0,5.74e-09,2.47e-09,9.16e-09,5.74e-09,2.47e-09,9.16e-09
AND,2011,0,0,0,5.7e-09,2.44e-09,9.09e-09,5.7e-09,2.44e-09,9.09e-09
AND,2012,0,0,0,5.61e-09,2.4e-09,8.93e-09,5.61e-09,2.4e-09,8.93e-09
AND,2013,0,0,0,5.49e-09,2.36e-09,8.76e-09,5.49e-09,2.36e-09,8.76e-09
AND,2014,0,0,0,5.39e-09,2.32e-09,8.58e-09,5.39e-09,2.32e-09,8.58e-09
AND,2015,0,0,0,5.31e-09,2.28e-09,8.46e-09,5.31e-09,2.28e-09,8.46e-09
AND,2016,0,0,0,5.26e-09,2.25e-09,8.37e-09,5.26e-09,2.25e-09,8.37e-09
AND,2017,0,0,0,5.24e-09,2.25e-09,8.35e-09,5.24e-09,2.25e-09,8.35e-09
AND,2018,0,0,0,5.24e-09,2.26e-09,8.35e-09,5.24e-09,2.26e-09,8.35e-09
AND,2019,0,0,0,5.25e-09,2.26e-09,8.36e-09,5.25e-09,2.26e-09,8.36e-09
AND,2020,0,0,0,5.26e-09,2.26e-09,8.37e-09,5.26e-09,2.26e-09,8.37e-09
AND,Cumulative,0,0,0,1.11e-07,9.74e-08,1.25e-07,1.11e-07,9.74e-08,1.25e-07
ANT,2000,0,0,0,1.22e-08,5.23e-09,1.94e-08,1.22e-08,5.23e-09,1.94e-08
ANT,2001,0,0,0,1.21e-08,5.19e-09,1.92e-08,1.21e-08,5.19e-09,1.92e-08
ANT,2002,0,0,0,1.2e-08,5.15e-09,1.91e-08,1.2e-08,5.15e-09,1.91e-08
ANT,2003,0,0,0,1.19e-08,5.13e-09,1.9e-08,1.19e-08,5.13e-09,1.9e-08
ANT,2004,0,0,0,1.2e-08,5.14e-09,1.91e-08,1.2e-08,5.14e-09,1.91e-08
ANT,2005,0,0,0,1.21e-08,5.2e-09,1.93e-08,1.21e-08,5.2e-09,1.93e-08
ANT,2006,0,0,0,1.23e-08,5.29e-09,1.97e-08,1.23e-08,5.29e-09,1.97e-08
ANT,2007,0,0,0,1.27e-08,5.47e-09,2.02e-08,1.27e-08,5.47e-09,2.02e-08
ANT,2008,0,0,0,1.31e-08,5.63e-09,2.09e-08,1.31e-08,5.63e-09,2.09e-08
ANT,2009,0,0,0,1.35e-08,5.84e-09,2.15e-08,1.35e-08,5.84e-09,2.15e-08
ANT,Cumulative,0,0,0,1.24e-07,1.01e-07,1.46e-07,1.24e-07,1.01e-07,1.46e-07
ARE,2000,0.0339,0.016,0.0535,0.00365,0.000691,0.00838,0.0375,0.0193,0.0575
ARE,2001,0.0135,0.000741,0.0269,0.00213,0.000457,0.00477,0.0156,0.00297,0.0292
ARE,2002,0.0201,0.00516,0.0361,0.00233,0.000555,0.00508,0.0224,0.00733,0.0386
ARE,2003,0.0317,0.013,0.052,0.00266,0.000697,0.00566,0.0343,0.0155,0.0549
ARE,2004,0.0175,0.00161,0.0344,0.00181,0.000521,0.00377,0.0193,0.00342,0.0363
ARE,2005,0.0196,0.00172,0.0385,0.00169,0.000529,0.00343,0.0213,0.00339,0.0403
ARE,2006,0.000816,0,0.0103,0.00119,4e-04,0.00235,0.00201,0.000417,0.0115
ARE,2007,0.00549,0,0.0234,0.00103,0.000367,0.00199,0.00652,0.000464,0.0245
ARE,2008,0.00123,0,0.0133,0.000922,0.000349,0.00174,0.00216,0.000366,0.0143
ARE,2009,0.00579,0,0.029,5.39e-07,2.32e-07,8.58e-07,0.00579,2.84e-07,0.029
ARE,2010,0.00928,0,0.0368,0.00499,0.00122,0.0109,0.0143,0.00175,0.0422
ARE,2011,0.00238,0,0.0197,0.00274,0,0.00791,0.00512,0,0.0227
ARE,2012,0.000244,0,0.00364,0.00475,0.00109,0.0105,0.00499,0.00111,0.0119
ARE,2013,0.000386,0,0.00616,0.00218,0,0.00681,0.00256,0,0.0095
ARE,2014,2.55e-05,0,0,0.00203,0,0.00661,0.00206,0,0.00674
ARE,2015,3.18e-05,0,0,0.00156,0,0.0056,0.00159,0,0.00577
ARE,2016,2.66e-05,0,0,0.00424,0.000448,0.01,0.00427,0.000452,0.0101
ARE,2017,3.45e-05,0,0,0.00401,0.000283,0.0098,0.00404,0.000287,0.00996
ARE,2018,0.00033,0,0.00526,0.00177,0,0.00579,0.0021,0,0.0082
ARE,2019,0.000309,0,0.00484,1.16e-09,0,0,0.000309,0,0.00484
ARE,2020,4.38e-05,0,0,0.00326,0.000465,0.00827,0.0033,0.000467,0.00848
ARE,Cumulative,0.163,0.108,0.217,0.0489,0.0345,0.0634,0.212,0.156,0.268
ARG,2000,4.49,2.78,6.47,0.613,0.229,1.11,5.1,3.34,7.13
ARG,2001,4.44,2.77,6.36,0.518,0.193,0.935,4.95,3.24,6.91
ARG,2002,4.49,2.79,6.43,0.472,0.175,0.852,4.96,3.23,6.93
ARG,2003,4.24,2.67,6.02,0.422,0.158,0.759,4.66,3.06,6.47
ARG,2004,4.57,2.9,6.47,0.443,0.165,0.8,5.01,3.32,6.94
ARG,2005,4.15,2.63,5.86,0.439,0.167,0.788,4.59,3.04,6.33
ARG,2006,3.73,2.38,5.25,0.438,0.169,0.779,4.17,2.78,5.71
ARG,2007,3.96,2.52,5.57,0.501,0.193,0.894,4.46,2.97,6.11
ARG,2008,3.57,2.3,4.97,0.464,0.181,0.823,4.03,2.72,5.47
ARG,2009,2.85,1.81,3.99,0.396,0.157,0.7,3.25,2.17,4.42
ARG,2010,2.77,1.79,3.84,0.382,0.152,0.672,3.15,2.14,4.25
ARG,2011,3.76,2.42,5.25,0.52,0.204,0.922,4.28,2.89,5.81
ARG,2012,3.36,2.17,4.67,0.476,0.189,0.841,3.84,2.61,5.18
ARG,2013,3.41,2.2,4.75,0.477,0.189,0.844,3.89,2.63,5.27
ARG,2014,3.58,2.32,4.96,0.47,0.185,0.831,4.05,2.75,5.47
ARG,2015,3.76,2.43,5.22,0.465,0.182,0.825,4.22,2.86,5.72
ARG,2016,4.08,2.64,5.68,0.484,0.187,0.862,4.57,3.08,6.2
ARG,2017,4.07,2.65,5.63,0.459,0.178,0.818,4.53,3.08,6.13
ARG,2018,4.11,2.67,5.71,0.45,0.173,0.804,4.56,3.09,6.19
ARG,2019,4.64,3.02,6.45,0.483,0.184,0.866,5.12,3.47,6.97
ARG,2020,4.89,3.19,6.79,0.383,0.0548,0.783,5.27,3.53,7.21
ARG,Cumulative,82.9,75.9,89.9,9.76,8.23,11.3,92.6,85.5,99.8
ARM,2000,0.539,0.191,1.03,0.0154,0,0.0539,0.554,0.204,1.04
ARM,2001,0.58,0.208,1.11,0.0174,0,0.057,0.597,0.224,1.12
ARM,2002,0.578,0.186,1.14,0.0202,0,0.0626,0.598,0.204,1.16
ARM,2003,0.645,0.204,1.29,0.025,0,0.0756,0.67,0.227,1.31
ARM,2004,0.696,0.197,1.44,0.0311,0,0.0933,0.727,0.225,1.47
ARM,2005,0.968,0.171,2.28,0.0488,0,0.159,1.02,0.213,2.33
ARM,2006,0.729,0.174,1.57,0.0439,0,0.132,0.773,0.213,1.62
ARM,2007,0.676,0.164,1.44,0.0459,0,0.135,0.722,0.204,1.49
ARM,2008,0.673,0.173,1.42,0.0467,0,0.137,0.72,0.213,1.47
ARM,2009,0.65,0.194,1.32,0.0443,0,0.128,0.695,0.232,1.37
ARM,2010,0.584,0.186,1.16,0.0133,0.00082,0.0311,0.597,0.199,1.17
ARM,2011,0.534,0.209,0.987,0.0284,0.0058,0.059,0.563,0.236,1.02
ARM,2012,0.48,0.181,0.894,0.0435,0.0112,0.0861,0.523,0.222,0.939
ARM,2013,0.61,0.233,1.15,0.0456,0.00882,0.0954,0.655,0.275,1.2
ARM,2014,0.589,0.248,1.07,0.0574,0.0133,0.116,0.646,0.301,1.13
ARM,2015,0.504,0.236,0.872,0.0733,0.0224,0.139,0.578,0.302,0.95
ARM,2016,0.465,0.239,0.766,0.0393,0.0126,0.0733,0.504,0.276,0.806
ARM,2017,0.372,0.209,0.579,0.0457,0.0183,0.0794,0.418,0.252,0.627
ARM,2018,0.324,0.194,0.486,0.0522,0.0233,0.0868,0.376,0.242,0.541
ARM,2019,0.269,0.166,0.394,0.045,0.0212,0.073,0.314,0.208,0.442
ARM,2020,0.228,0.139,0.336,0.0288,0.00424,0.0572,0.257,0.164,0.368
ARM,Cumulative,11.7,9.4,14,0.811,0.59,1.03,12.5,10.2,14.8
ASM,2000,0,0,0,3.93e-09,1.68e-09,6.26e-09,3.93e-09,1.68e-09,6.26e-09
ASM,2001,0,0,0,3.98e-09,1.71e-09,6.34e-09,3.98e-09,1.71e-09,6.34e-09
ASM,2002,0,0,0,4.02e-09,1.72e-09,6.4e-09,4.02e-09,1.72e-09,6.4e-09
ASM,2003,0,0,0,4.05e-09,1.74e-09,6.45e-09,4.05e-09,1.74e-09,6.45e-09
ASM,2004,0,0,0,4.06e-09,1.75e-09,6.47e-09,4.06e-09,1.75e-09,6.47e-09
ASM,2005,0,0,0,4.05e-09,1.74e-09,6.45e-09,4.05e-09,1.74e-09,6.45e-09
ASM,2006,0.0016,0.000456,0.00326,4.02e-09,1.74e-09,6.4e-09,0.0016,0.000456,0.00326
ASM,2007,0.0012,0.000412,0.0023,3.97e-09,1.71e-09,6.33e-09,0.0012,0.000412,0.0023
ASM,2008,0.0012,0.000406,0.00231,3.91e-09,1.68e-09,6.22e-09,0.0012,0.000406,0.00231
ASM,2009,0.0016,0.000433,0.00331,3.85e-09,1.66e-09,6.14e-09,0.0016,0.000433,0.00331
ASM,2010,0.0016,0.000426,0.00333,3.81e-09,1.64e-09,6.08e-09,0.0016,0.000426,0.00333
ASM,2011,0,0,0,3.79e-09,1.63e-09,6.04e-09,3.79e-09,1.63e-09,6.04e-09
ASM,2012,0,0,0,3.79e-09,1.63e-09,6.03e-09,3.79e-09,1.63e-09,6.03e-09
ASM,2013,0,0,0,3.79e-09,1.63e-09,6.04e-09,3.79e-09,1.63e-09,6.04e-09
ASM,2014,0,0,0,3.79e-09,1.64e-09,6.05e-09,3.79e-09,1.64e-09,6.05e-09
ASM,2015,0,0,0,3.79e-09,1.63e-09,6.05e-09,3.79e-09,1.63e-09,6.05e-09
ASM,2016,0,0,0,3.79e-09,1.63e-09,6.04e-09,3.79e-09,1.63e-09,6.04e-09
ASM,2017,0.002,0.00037,0.00456,3.78e-09,1.63e-09,6.03e-09,0.002,0.00037,0.00456
ASM,2018,1.83e-09,8.31e-10,3.15e-09,3.77e-09,1.62e-09,6.02e-09,5.6e-09,3.19e-09,8.15e-09
ASM,2019,0,0,0,3.76e-09,1.62e-09,6e-09,3.76e-09,1.62e-09,6e-09
ASM,2020,0,0,0,3.75e-09,1.61e-09,5.98e-09,3.75e-09,1.61e-09,5.98e-09
ASM,Cumulative,0.0092,0.00565,0.0128,8.15e-08,7.13e-08,9.17e-08,0.0092,0.00565,0.0128
ATG,2000,0,0,0,5.17e-09,2.89e-09,8.01e-09,5.17e-09,2.89e-09,8.01e-09
ATG,2001,0,0,0,5.25e-09,2.93e-09,8.14e-09,5.25e-09,2.93e-09,8.14e-09
ATG,2002,0,0,0,5.32e-09,2.98e-09,8.25e-09,5.32e-09,2.98e-09,8.25e-09
ATG,2003,0,0,0,5.39e-09,3.02e-09,8.35e-09,5.39e-09,3.02e-09,8.35e-09
ATG,2004,0,0,0,5.46e-09,3.06e-09,8.47e-09,5.46e-09,3.06e-09,8.47e-09
ATG,2005,0.000565,0,0.00202,0.00207,0.000268,0.00468,0.00264,0.000569,0.00552
ATG,2006,4.03e-05,0,0.000552,0.00207,0.000669,0.0039,0.00211,0.000686,0.00399
ATG,2007,5.99e-05,0,0.00048,6.55e-09,4.03e-09,9.7e-09,5.99e-05,4.19e-09,0.00048
ATG,2008,2.09e-07,0,0,6.66e-09,4.1e-09,9.86e-09,2.16e-07,4.1e-09,9.95e-09
ATG,2009,0.000198,0,0.000928,6.77e-09,4.16e-09,1e-08,0.000198,4.58e-09,0.000928
ATG,2010,3.55e-06,0,0,0.00401,0.00249,0.00566,0.00401,0.00249,0.00566
ATG,2011,0.000146,0,0.00122,0.00276,0.000853,0.00529,0.00291,0.00092,0.00556
ATG,2012,3.99e-05,0,0.000493,0.00104,2.71e-05,0.00258,0.00108,4.68e-05,0.00265
ATG,2013,0.00154,7.88e-05,0.00362,0.00307,0.000573,0.00656,0.0046,0.00159,0.00854
ATG,2014,0.000142,0,0.00087,0.000703,0,0.0023,0.000845,0,0.00253
ATG,2015,0,0,0,6.36e-09,3.56e-09,9.87e-09,6.36e-09,3.56e-09,9.87e-09
ATG,2016,0.000372,0,0.00116,7.37e-09,4.54e-09,1.09e-08,0.000372,5.68e-09,0.00116
ATG,2017,6.13e-08,0,0,7.44e-09,4.59e-09,1.1e-08,6.88e-08,4.59e-09,1.1e-08
ATG,2018,0.00133,0.000414,0.00247,7.51e-09,4.62e-09,1.11e-08,0.00133,0.000414,0.00247
ATG,2019,0,0,0,6.6e-09,3.69e-09,1.02e-08,6.6e-09,3.69e-09,1.02e-08
ATG,2020,4.79e-05,0,0.000433,7.64e-09,4.71e-09,1.13e-08,4.79e-05,4.85e-09,0.000433
ATG,Cumulative,0.00448,0.00179,0.00718,0.0157,0.0105,0.0209,0.0202,0.0143,0.0261
AUS,2000,0.417,0.271,0.582,0.0642,0.00869,0.144,0.481,0.322,0.661
AUS,2001,0.361,0.224,0.517,0.0557,0.00742,0.126,0.417,0.268,0.584
AUS,2002,0.398,0.256,0.559,0.0522,0.00684,0.118,0.45,0.298,0.621
AUS,2003,0.386,0.252,0.539,0.0436,0.00552,0.0988,0.43,0.288,0.59
AUS,2004,0.436,0.284,0.608,0.0432,0.00538,0.0982,0.48,0.32,0.658
AUS,2005,0.431,0.281,0.6,0.0354,0.00425,0.0807,0.467,0.311,0.64
AUS,2006,0.492,0.324,0.681,0.0326,0.00374,0.0748,0.525,0.353,0.717
AUS,2007,0.483,0.321,0.666,0.0262,0.00285,0.0603,0.51,0.345,0.695
AUS,2008,0.518,0.341,0.716,0.0269,0.00286,0.062,0.545,0.365,0.746
AUS,2009,0.563,0.374,0.774,0.0281,0.00301,0.0647,0.591,0.4,0.804
AUS,2010,0.548,0.364,0.754,0.0272,0.00298,0.0626,0.575,0.389,0.783
AUS,2011,0.539,0.358,0.742,0.0255,0.00273,0.0588,0.564,0.381,0.769
AUS,2012,0.602,0.409,0.819,0.0105,0.00342,0.0199,0.613,0.419,0.83
AUS,2013,0.55,0.368,0.755,0.0222,0.0106,0.0363,0.572,0.389,0.777
AUS,2014,0.6,0.404,0.821,0.0146,0.00582,0.0257,0.615,0.418,0.835
AUS,2015,0.555,0.371,0.761,0.0184,0.0082,0.0311,0.574,0.389,0.78
AUS,2016,0.618,0.415,0.845,0.0175,0.00764,0.0297,0.636,0.432,0.863
AUS,2017,0.645,0.434,0.881,0.0203,0.00941,0.0336,0.665,0.454,0.901
AUS,2018,0.644,0.432,0.882,0.018,0.00794,0.0305,0.662,0.45,0.9
AUS,2019,0.677,0.455,0.926,0.015,0.006,0.0263,0.692,0.47,0.941
AUS,2020,0.731,0.491,0.998,0.0146,0.00586,0.0258,0.745,0.506,1.01
AUS,Cumulative,11.2,10.3,12.1,0.612,0.458,0.767,11.8,10.9,12.7
AUT,2000,0.477,0.309,0.666,0.0473,0.0176,0.0854,0.524,0.353,0.716
AUT,2001,0.416,0.271,0.578,0.0383,0.0142,0.0693,0.454,0.307,0.618
AUT,2002,0.422,0.273,0.589,0.0368,0.0137,0.0666,0.459,0.307,0.628
AUT,2003,0.399,0.263,0.552,0.0306,0.0113,0.0554,0.43,0.292,0.584
AUT,2004,0.377,0.248,0.521,0.0261,0.00957,0.0473,0.403,0.273,0.549
AUT,2005,0.387,0.253,0.538,0.0234,0.00852,0.0426,0.41,0.275,0.562
AUT,2006,0.352,0.228,0.492,0.0184,0.00668,0.0337,0.371,0.245,0.511
AUT,2007,0.342,0.223,0.475,0.0151,0.00543,0.0276,0.357,0.238,0.49
AUT,2008,0.313,0.203,0.437,0.0137,0.00491,0.025,0.327,0.216,0.451
AUT,2009,0.27,0.174,0.379,0.012,0.00431,0.022,0.282,0.185,0.391
AUT,2010,0.279,0.182,0.388,0.0122,0.00437,0.0223,0.291,0.194,0.4
AUT,2011,0.268,0.169,0.378,0.0119,0.00429,0.0218,0.28,0.181,0.391
AUT,2012,0.256,0.165,0.358,0.0105,0.00377,0.0192,0.267,0.175,0.368
