iso3,year,hiv,tb,ill_def,tb_seq,total,prop.tb,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,vr.coverage,tb.adj,tb.adj.sd,pop
CHL,2015,528,245,2325,193,103325,0.00237115896443262,245,0.0225018146624728,0.0225018146624728,438,0.440639269406393,0.00433663366336634,high,100,100,86,91,yes,TRUE,100,438,0.0246450326349643,17969356
CHL,2016,565,219,2766,180,104026,0.00210524292003922,219,0.0265895064695365,0.0265895064695365,399,0.451127819548872,0.00394035157021529,high,100,100,86,91,yes,TRUE,100,399,0.0265300869225329,18209072
CHL,2017,481,209,2678,188,106387,0.00196452574092699,209,0.0251722484890071,0.0251722484890071,397,0.473551637279597,0.00382801878332642,high,100,100,86,91,yes,TRUE,100,397,0.0249897471065797,18470435
CHL,2018,418,230,2612,113,106795,0.00215365887916101,230,0.0244580738798633,0.0244580738798633,343,0.329446064139942,0.00329228376990488,high,100,100,86,91,yes,TRUE,100,343,0.0209779291494014,18729166
COL,2000,1900,1143,3161,58,184920,0.00618105126541207,1143,0.0170938784339174,0.0170938784339174,1201,0.048293089092423,0.00660765079033225,high,100,100,88,91,yes,TRUE,100,1201,0.051333144823209,39629965
COL,2001,2089,1237,4453,74,189311,0.00653422146626451,1237,0.0235221408159061,0.0235221408159061,1311,0.0564454614797864,0.0070919300219628,high,100,100,88,91,yes,TRUE,100,1311,0.0771119549067481,40255956
COL,2002,2099,1250,3151,67,190067,0.00657662824162006,1250,0.0165783644714759,0.0165783644714759,1317,0.0508731966590737,0.00704594577243254,high,100,100,88,91,yes,TRUE,100,1317,0.0545933157011845,40875363
COL,2003,2206,1201,3220,88,188269,0.00637917022983072,1201,0.0171031874604954,0.0171031874604954,1289,0.0682699767261443,0.00696572259239445,high,100,100,88,91,yes,TRUE,100,1289,0.0551244496293829,41483872
COL,2004,2419,1163,3174,69,187170,0.00621360260725544,1163,0.0169578458086232,0.0169578458086232,1232,0.0560064935064935,0.00669579773473336,high,100,100,88,91,yes,TRUE,100,1232,0.0522390237036232,42075953
COL,2005,2293,1013,3120,89,187711,0.00539659369988972,1013,0.0166212955021283,0.0166212955021283,1102,0.0807622504537205,0.0059699551982491,high,100,100,88,91,yes,TRUE,100,1102,0.0457992815422565,42647731
COL,2006,2332,999,3353,93,191740,0.00521018045269636,999,0.0174872222801711,0.0174872222801711,1092,0.0851648351648352,0.0057965783201601,high,100,100,88,91,yes,TRUE,100,1092,0.0477484667053665,43200901
COL,2007,2469,1082,3195,110,190967,0.00566590039116706,1082,0.016730639325119,0.016730639325119,1192,0.0922818791946309,0.00634812432098503,high,100,100,88,91,yes,TRUE,100,1192,0.0498656480306057,43737512
COL,2008,2385,1056,3677,104,195637,0.00539775195898526,1056,0.018795013213247,0.018795013213247,1160,0.0896551724137931,0.00604292560950198,high,100,100,88,91,yes,TRUE,100,1160,0.0545157845673105,44254972
COL,2009,2334,1003,4234,84,195764,0.00512351607037045,1003,0.0216280827935678,0.0216280827935678,1087,0.0772769089236431,0.00567535111992899,high,100,100,88,91,yes,TRUE,100,1087,0.0587870294989256,44750054
COL,2010,2426,889,4099,79,199610,0.00445368468513602,889,0.0205350433345023,0.0205350433345023,968,0.0816115702479339,0.00495112806952039,high,100,100,88,91,yes,TRUE,100,968,0.0497050118152371,45222699
COL,2011,2354,853,5521,49,195411,0.00436515856323339,853,0.0282532713102128,0.0282532713102128,902,0.0543237250554324,0.0047501184896519,high,100,100,88,91,yes,TRUE,100,902,0.0637291323692155,45662747
COL,2012,2277,897,3880,68,199336,0.00449993980013645,897,0.0194646225468556,0.0194646225468556,965,0.0704663212435233,0.00493717256057629,high,100,100,88,91,yes,TRUE,100,965,0.0469675439494668,46075721
COL,2013,2383,896,3798,108,202751,0.00441921371534542,896,0.0187323367085736,0.0187323367085736,1004,0.107569721115538,0.00504641799822069,high,100,100,88,91,yes,TRUE,100,1004,0.0470269743897016,46495492
COL,2014,2378,947,3948,83,209770,0.00451446822710588,947,0.0188206130523907,0.0188206130523907,1030,0.0805825242718447,0.00500432412472914,high,100,100,88,91,yes,TRUE,100,1030,0.0484722013753725,46967706
COL,2015,2447,958,3866,65,219210,0.0043702385840062,958,0.0176360567492359,0.0176360567492359,1023,0.0635386119257087,0.00475053867300691,high,100,100,88,91,yes,TRUE,100,1023,0.045112171144277,47520667
COL,2016,2618,996,3815,73,222864,0.00446909325866896,996,0.0171180630339579,0.0171180630339579,1069,0.068288119738073,0.00488018662491041,high,100,100,88,91,yes,TRUE,100,1069,0.0457558559745357,48175048
COL,2017,2515,950,3618,72,227598,0.00417402613379731,950,0.0158964490021881,0.0158964490021881,1022,0.0704500978473581,0.00456290740244665,high,100,100,88,91,yes,TRUE,100,1022,0.0406218846377719,48909844
CPV,2011,60,24,267,,2521,0.00952003173343911,24,0.10591035303451,0.10591035303451,24,,0.0106477373558119,low,100,100,69,71,no,FALSE,100,24,0.00636135851933606,498858
CPV,2012,79,17,288,,2637,0.00644671975729996,17,0.109215017064846,0.109215017064846,17,,0.00723712217965092,low,100,100,69,71,no,FALSE,100,17,0.00464671313379794,505241
CRI,2000,115,65,143,13,14875,0.00436974789915966,65,0.00961344537815126,0.00961344537815126,78,0.166666666666667,0.00529459679609014,high,100,100,89,93,yes,TRUE,100,78,0.00187480208181312,3962369
CRI,2001,134,72,176,7,15516,0.00464037122969838,72,0.011343129672596,0.011343129672596,79,0.0886075949367089,0.00514993481095176,high,100,100,89,93,yes,TRUE,100,79,0.00224052225568305,4034074
CRI,2002,118,66,386,13,14928,0.00442122186495177,66,0.0258574490889603,0.0258574490889603,79,0.164556962025316,0.00543254022830422,high,100,100,89,93,yes,TRUE,100,79,0.00510816703675893,4100922
CRI,2003,140,61,138,17,15762,0.00387006725034894,61,0.00875523410734678,0.00875523410734678,78,0.217948717948718,0.00499231950844854,high,100,100,89,93,yes,TRUE,100,78,0.00170742013956227,4164053
CRI,2004,121,64,174,10,16452,0.00389010454655969,64,0.0105762217359592,0.0105762217359592,74,0.135135135135135,0.00454601302371299,high,100,100,89,93,yes,TRUE,100,74,0.00195680797750353,4225156
CRI,2005,123,57,117,8,15495,0.00367860600193611,57,0.00755082284607938,0.00755082284607938,65,0.123076923076923,0.00422681753153856,high,100,100,89,93,yes,TRUE,100,65,0.0012271013687376,4285504
CRI,2006,140,51,404,10,16618,0.0030689613671922,51,0.0243109880852088,0.0243109880852088,61,0.163934426229508,0.00376218083138029,high,100,100,89,93,yes,TRUE,100,61,0.00370832721398101,4345421
CRI,2007,107,32,223,8,15924,0.00200954534036674,32,0.0140040190906807,0.0140040190906807,40,0.2,0.00254760843258391,high,100,100,89,93,yes,TRUE,100,40,0.0014005980490861,4404626
CRI,2008,115,46,520,10,16464,0.00279397473275024,46,0.0315840621963071,0.0315840621963071,56,0.178571428571429,0.00351229302558956,high,100,100,89,93,yes,TRUE,100,56,0.00442316572289547,4463123
CRI,2009,109,39,460,2,16641,0.00234360915810348,39,0.027642569557118,0.027642569557118,41,0.0487804878048781,0.00253383598047092,high,100,100,89,93,yes,TRUE,100,41,0.00283414681060723,4520739
CRI,2010,138,41,166,6,18988,0.00215925847903939,41,0.00874236359806194,0.00874236359806194,47,0.127659574468085,0.00249707788757837,high,100,100,89,93,yes,TRUE,100,47,0.00102731753460578,4577371
CRI,2011,129,51,230,9,18458,0.00276302958066963,51,0.012460721638314,0.012460721638314,60,0.15,0.0032916392363397,high,100,100,89,93,yes,TRUE,100,60,0.00186934117914706,4633086
CRI,2012,147,39,212,10,18910,0.00206240084611317,39,0.0112109994711793,0.0112109994711793,49,0.204081632653061,0.0026206011338111,high,100,100,89,93,yes,TRUE,100,49,0.00137350141845699,4688003
CRI,2013,133,32,547,7,19359,0.00165297794307557,32,0.0282555917144481,0.0282555917144481,39,0.17948717948718,0.00207314480119073,high,100,100,89,93,yes,TRUE,100,39,0.00275569883116933,4742111
CRI,2014,152,41,375,3,20283,0.00202139722920672,41,0.0184883892915249,0.0184883892915249,44,0.0681818181818182,0.00221016676712879,high,100,100,89,93,yes,TRUE,100,44,0.00203409889419071,4795390
CRI,2015,157,31,274,2,20750,0.00149397590361446,31,0.0132048192771084,0.0132048192771084,33,0.0606060606060606,0.00161164289900371,high,100,100,89,93,yes,TRUE,100,33,0.0010895414623428,4847805
CRI,2016,168,28,447,4,22333,0.00125375005597098,28,0.0200152241078225,0.0200152241078225,32,0.125,0.00146212190441378,high,100,100,89,93,yes,TRUE,100,32,0.00160153848014133,4899336
CRI,2017,144,31,775,5,22953,0.00135058598004618,31,0.0337646495011545,0.0337646495011545,36,0.138888888888889,0.00162323022815403,high,100,100,89,93,yes,TRUE,100,36,0.00303984484806263,4949955
CRI,2018,182,36,153,2,23498,0.0015320452804494,36,0.00651119244190995,0.00651119244190995,38,0.0526315789473684,0.00162775754979653,high,100,100,89,93,yes,TRUE,100,38,0.000618603560448627,4999443
CRI,2019,190,35,216,3,24278,0.00144163440151578,35,0.00889694373506879,0.00889694373506879,38,0.0789473684210526,0.00157925359487989,high,100,100,89,93,yes,TRUE,100,38,0.000845284859351092,5047561
CUB,2000,142,44,495,9,76444,0.000575584741771754,44,0.00647532834493224,0.00647532834493224,53,0.169811320754717,0.000697836706210747,high,100,100,89,93,yes,TRUE,100,53,0.000858036566388054,11126423
CUB,2001,116,32,610,6,79381,0.000403119134301659,32,0.00768445849762538,0.00768445849762538,38,0.157894736842105,0.00048241103959579,high,100,100,89,93,yes,TRUE,100,38,0.000730079659941874,11164676
CUB,2002,89,34,498,3,73873,0.00046024934685203,34,0.00674129925683267,0.00674129925683267,37,0.0810810810810811,0.000504258943781942,high,100,100,89,93,yes,TRUE,100,37,0.000623612220822911,11199664
CUB,2003,74,39,583,13,78429,0.000497265042267529,39,0.00743347486261459,0.00743347486261459,52,0.25,0.000667985509852786,high,100,100,89,93,yes,TRUE,100,52,0.000966423570994523,11229185
CUB,2004,109,37,670,6,81105,0.000456198754700697,37,0.00826089636890451,0.00826089636890451,43,0.13953488372093,0.000534593149748244,high,100,100,89,93,yes,TRUE,100,43,0.000888119726306924,11250369
CUB,2005,120,35,637,8,84817,0.000412653123784147,35,0.00751028685287148,0.00751028685287148,43,0.186046511627907,0.000510810168686149,high,100,100,89,93,yes,TRUE,100,43,0.000807416475977929,11261586
CUB,2006,113,33,635,14,80830,0.000408264258319931,33,0.00785599406161079,0.00785599406161079,47,0.297872340425532,0.000586071450838581,high,100,100,89,93,yes,TRUE,100,47,0.000923151824992918,11261241
CUB,2007,158,24,643,15,81919,0.000292972326322343,24,0.0078492169093861,0.0078492169093861,39,0.384615384615385,0.000479846449136276,high,100,100,89,93,yes,TRUE,100,39,0.000765358723331888,11251117
CUB,2008,176,35,763,12,86417,0.000405012902553896,35,0.00882928127567493,0.00882928127567493,47,0.25531914893617,0.000548719265883672,high,100,100,89,93,yes,TRUE,100,47,0.00103753215652491,11236975
CUB,2009,184,27,591,11,86931,0.000310591158505021,27,0.00679849535838769,0.00679849535838769,38,0.289473684210526,0.000440120454018995,high,100,100,89,93,yes,TRUE,100,38,0.000645900970593694,11226711
CUB,2010,203,41,686,4,91060,0.000450252580716011,41,0.00753349439929717,0.00753349439929717,45,0.0888888888888889,0.000497930820811295,high,100,100,89,93,yes,TRUE,100,45,0.000847581972459877,11225833
CUB,2011,233,36,668,5,87039,0.000413607693103092,36,0.00767472052757959,0.00767472052757959,41,0.121951219512195,0.000474696367993887,high,100,100,89,93,yes,TRUE,100,41,0.000786719232579503,11236671
CUB,2012,299,30,640,11,89355,0.000335739466174249,30,0.00716244194505064,0.00716244194505064,41,0.268292682926829,0.000462154088936482,high,100,100,89,93,yes,TRUE,100,41,0.000734202886223834,11257112
CUB,2013,351,38,666,8,92254,0.000411906258807206,38,0.00721919916751577,0.00721919916751577,46,0.173913043478261,0.000502249202952352,high,100,100,89,93,yes,TRUE,100,46,0.000830267842954702,11282722
CUB,2014,373,31,717,7,96313,0.000321867245335521,31,0.00744447790017962,0.00744447790017962,38,0.184210526315789,0.000397506171806352,high,100,100,89,93,yes,TRUE,100,38,0.000707278053674099,11306909
CUB,2015,447,36,712,13,99684,0.000361141206211629,36,0.00714257052285221,0.00714257052285221,49,0.26530612244898,0.000495089520268359,high,100,100,89,93,yes,TRUE,100,49,0.000875027388497318,11324777
CUB,2016,477,38,676,4,99363,0.000382436118072119,38,0.0068033372583356,0.0068033372583356,42,0.0952380952380952,0.000425587970046713,high,100,100,89,93,yes,TRUE,100,42,0.00071439901509851,11335108
CUB,2017,456,34,903,5,106910,0.000318024506594332,34,0.0084463567486671,0.0084463567486671,39,0.128205128205128,0.000367900233003481,high,100,100,89,93,yes,TRUE,100,39,0.000823589346290565,11339255
CYP,2000,0,0,2090,,5355,0,0,0.390289449112979,0.390289449112979,0,,0,medium,89,97,66,77,yes,TRUE,89,0,0,943288
CYP,2004,1,3,494,,5142,0.00058343057176196,3,0.0960715674834695,0.0960715674834695,3,,0.000645438898450947,medium,89,97,66,77,yes,TRUE,89,3,0.0935069996098411,1010410
CYP,2005,3,3,469,1,5400,0.000555555555555556,3,0.0868518518518519,0.0868518518518519,4,0.25,0.00081119448387751,medium,89,97,66,77,yes,TRUE,89,4,0.124572217414213,1027657
CYP,2006,2,1,377,1,5117,0.000195427008012507,1,0.0736759820207153,0.0736759820207153,2,0.5,0.000421940928270042,medium,89,97,66,77,yes,TRUE,89,2,0.0622119679974489,1045508
CYP,2007,4,1,332,,5357,0.000186671644577189,1,0.0619749859996267,0.0619749859996267,1,,0.000199004975124378,medium,89,97,66,77,yes,TRUE,89,1,0.031073071401144,1063708
CYP,2008,,,272,1,5186,,1,0.0524489008870035,0.0524489008870035,2,0.5,0.000407000407000407,medium,89,97,66,77,yes,TRUE,89,2,0.0620925641808692,1081568
CYP,2009,,,314,,5167,,1,0.0607702728856203,0.0607702728856203,1,,0.000206058108386565,medium,89,97,66,77,yes,TRUE,89,1,0.0310696832179847,1098089
CYP,2010,2,1,256,,5088,0.000196540880503145,1,0.050314465408805,0.050314465408805,1,,0.000206953642384106,medium,89,97,66,77,yes,TRUE,89,1,0.0310402803191204,1112617
CYP,2011,2,2,178,1,5247,0.000381170192490947,2,0.0339241471316943,0.0339241471316943,3,0.333333333333333,0.00059183270862103,medium,89,97,66,77,yes,TRUE,89,3,0.0929826038723152,1124837
CYP,2012,2,3,219,1,5500,0.000545454545454546,3,0.0398181818181818,0.0398181818181818,4,0.25,0.000757432304487786,medium,89,97,66,77,yes,TRUE,89,4,0.124043079134942,1135046
CYP,2013,2,1,149,,5272,0.000189681335356601,1,0.0282625189681335,0.0282625189681335,1,,0.000195198126097989,medium,89,97,66,77,yes,TRUE,89,1,0.0309782879464215,1143866
CYP,2014,4,3,156,1,5539,0.000541614009749052,3,0.0281639285069507,0.0281639285069507,4,0.25,0.000743080066877206,medium,89,97,66,77,yes,TRUE,89,4,0.123912043402362,1152297
CYP,2015,4,1,179,1,5988,0.000167000668002672,1,0.0298931195724783,0.0298931195724783,2,0.5,0.000344293337923911,medium,89,97,66,77,yes,TRUE,89,2,0.0619657419001713,1160987
CYP,2016,1,1,167,1,5587,0.000178986933953821,1,0.0298908179702882,0.0298908179702882,2,0.5,0.0003690036900369,medium,89,97,66,77,yes,TRUE,89,2,0.0619657289620883,1170189
CYP,2017,,3,161,,6188,0.00048480930833872,3,0.0260180995475113,0.0260180995475113,3,,0.000497760079641613,medium,89,97,66,77,yes,TRUE,89,3,0.0929159399218337,1179685
CYP,2018,,4,148,,5963,0.000670803286936106,4,0.0248197216166359,0.0248197216166359,4,,0.000687876182287188,medium,89,97,66,77,yes,TRUE,89,4,0.123874448127323,1189262
CZE,2000,1,125,573,,109001,0.00114677846992229,125,0.0052568325061238,0.0052568325061238,125,,0.00115283875013834,high,100,100,83,89,yes,TRUE,100,125,0.0016428465198573,10289374
CZE,2001,3,94,675,,107755,0.000872349310936848,94,0.00626421047747204,0.00626421047747204,94,,0.000877848337691446,high,100,100,83,89,yes,TRUE,100,94,0.00147218168276464,10271019
CZE,2002,,82,765,1,108243,0.000757554761046904,82,0.00706743161220587,0.00706743161220587,83,0.0120481927710843,0.000772251065334301,high,100,100,83,89,yes,TRUE,100,83,0.00146659571018232,10252264
CZE,2003,,81,729,,111288,0.000727841276687514,81,0.00655057149018762,0.00655057149018762,81,,0.00073264049059778,high,100,100,83,89,yes,TRUE,100,81,0.00132657762517968,10239131
CZE,2004,,68,770,1,107177,0.000634464483984437,68,0.00718437724511789,0.00718437724511789,69,0.0144927536231884,0.000648453579181821,high,100,100,83,89,yes,TRUE,100,69,0.00123939411753127,10239444
CZE,2005,5,68,940,1,107938,0.000629991291296856,68,0.00870870314439771,0.00870870314439771,69,0.0144927536231884,0.000644871866763865,high,100,100,83,89,yes,TRUE,100,69,0.00150238213041026,10258165
CZE,2006,1,60,935,1,104441,0.000574487030955276,60,0.00895242289905306,0.00895242289905306,61,0.0163934426229508,0.000589337816165247,high,100,100,83,89,yes,TRUE,100,61,0.00136536672551024,10298609
CZE,2007,4,68,1309,2,104636,0.00064987193700065,68,0.0125100347872625,0.0125100347872625,70,0.0285714285714286,0.000677460876634374,high,100,100,83,89,yes,TRUE,100,70,0.00218952999873678,10357535
CZE,2008,6,52,1537,1,104948,0.00049548347753173,52,0.0146453481724283,0.0146453481724283,53,0.0188679245283019,0.000512518010656507,high,100,100,83,89,yes,TRUE,100,53,0.0019407928687199,10425267
CZE,2009,8,50,1706,1,107421,0.000465458336824271,50,0.0158814384524441,0.0158814384524441,51,0.0196078431372549,0.00048242917277586,high,100,100,83,89,yes,TRUE,100,51,0.00202520503437759,10488155
CZE,2010,5,37,1652,2,106844,0.000346299277451237,37,0.0154617947662012,0.0154617947662012,39,0.0512820512820513,0.000370750627424139,high,100,100,83,89,yes,TRUE,100,39,0.00150775811616966,10536514
CZE,2011,8,53,1154,2,106848,0.000496031746031746,53,0.0108003893381252,0.0108003893381252,55,0.0363636363636364,0.000520370125078056,high,100,100,83,89,yes,TRUE,100,55,0.00148521394287948,10566512
CZE,2012,7,29,1180,1,108189,0.000268049432012497,29,0.0109068389577499,0.0109068389577499,30,0.0333333333333333,0.000280350250913475,high,100,100,83,89,yes,TRUE,100,30,0.000818102150915157,10581302
CZE,2013,7,60,1326,6,109160,0.000549651887138146,60,0.012147306705753,0.012147306705753,66,0.0909090909090909,0.000612051857484652,high,100,100,83,89,yes,TRUE,100,66,0.002004549105176,10586529
CZE,2014,17,34,1222,5,105665,0.000321771636776605,34,0.011564851180618,0.011564851180618,39,0.128205128205128,0.000373409419491972,high,100,100,83,89,yes,TRUE,100,39,0.00112770340733154,10591104
CZE,2015,10,46,1485,10,111173,0.000413769530371583,46,0.0133575598391696,0.0133575598391696,56,0.178571428571429,0.000510538983298082,high,100,100,83,89,yes,TRUE,100,56,0.00187030820502176,10601390
CZE,2016,17,40,1572,2,107750,0.00037122969837587,40,0.0145893271461717,0.0145893271461717,42,0.0476190476190476,0.000395562169187591,high,100,100,83,89,yes,TRUE,100,42,0.00153210287384975,10618868
CZE,2017,14,34,1624,3,111443,0.000305088700052942,34,0.0145724720260582,0.0145724720260582,37,0.0810810810810811,0.000336918019650516,high,100,100,83,89,yes,TRUE,100,37,0.00134815012120976,10641032
CZE,2018,11,37,1789,1,112920,0.000327665603967411,37,0.015843074743181,0.015843074743181,38,0.0263157894736842,0.000341938792956061,high,100,100,83,89,yes,TRUE,100,38,0.0015053305912538,10665679
CZE,2019,7,20,1931,2,112362,0.000177996119684591,20,0.0171855253555472,0.0171855253555472,22,0.0909090909090909,0.000199219422082567,high,100,100,83,89,yes,TRUE,100,22,0.00094536636073006,10689213
DEU,2000,580,497,23789,110,838797,0.000592515233125536,497,0.0283608548909927,0.0283608548909927,607,0.181219110378913,0.000744777965369665,high,100,100,83,86,yes,TRUE,100,607,0.0430498065902553,81400883
DEU,2001,543,415,22333,121,828541,0.000500880463368741,415,0.0269546105744918,0.0269546105744918,536,0.225746268656716,0.000664840835119473,high,100,100,83,86,yes,TRUE,100,536,0.036128916578583,81453894
DEU,2002,518,388,20560,119,841686,0.000460979510173628,388,0.024427161673118,0.024427161673118,507,0.234714003944773,0.000617444825763647,high,100,100,83,86,yes,TRUE,100,507,0.0309689922664738,81535124
DEU,2003,507,396,21739,116,853946,0.00046372955666986,396,0.0254571132132477,0.0254571132132477,512,0.2265625,0.00061523154695887,high,100,100,83,86,yes,TRUE,100,512,0.0325934022522745,81614371
DEU,2004,507,350,20682,91,818271,0.000427731155081874,350,0.0252752449982952,0.0252752449982952,441,0.206349206349206,0.0005529163516548,high,100,100,83,86,yes,TRUE,100,441,0.0278730025802986,81646474
DEU,2005,491,325,20193,125,830227,0.000391459203326319,325,0.0243222636700565,0.0243222636700565,450,0.277777777777778,0.00055553223691845,high,100,100,83,86,yes,TRUE,100,450,0.0273692034386236,81602739
DEU,2006,504,336,19978,97,821627,0.000408944691447579,336,0.0243151697789873,0.0243151697789873,433,0.224018475750577,0.000540136643343907,high,100,100,83,86,yes,TRUE,100,433,0.0263275728797973,81472235
DEU,2007,461,344,21691,102,827155,0.000415883359225296,344,0.0262236219330114,0.0262236219330114,446,0.228699551569507,0.000553718105340524,high,100,100,83,86,yes,TRUE,100,446,0.0292470080801185,81277836
DEU,2008,443,298,23916,65,844439,0.000352897012099157,298,0.0283217615481995,0.0283217615481995,363,0.179063360881543,0.000442400761465553,high,100,100,83,86,yes,TRUE,100,363,0.02570927992595,81065751
DEU,2009,431,282,23704,63,854544,0.000330000561703084,282,0.027738770619184,0.027738770619184,345,0.182608695652174,0.000415242405276588,high,100,100,83,86,yes,TRUE,100,345,0.023931327915192,80899961
DEU,2010,455,300,23616,50,858768,0.000349337655804595,300,0.0274998602649377,0.0274998602649377,350,0.142857142857143,0.000419085388049122,high,100,100,83,86,yes,TRUE,100,350,0.0240689966722746,80827001
DEU,2011,463,286,22527,56,852328,0.000335551571695404,286,0.0264299659286096,0.0264299659286096,342,0.16374269005848,0.00041214700874065,high,100,100,83,86,yes,TRUE,100,342,0.0226035949914237,80855629
DEU,2012,410,307,23995,49,869582,0.000353043186266505,307,0.0275937174412534,0.0275937174412534,356,0.137640449438202,0.000421009310691863,high,100,100,83,86,yes,TRUE,100,356,0.0245651869709953,80972629
DEU,2013,401,311,25189,55,893825,0.00034794282997231,311,0.0281811316532878,0.0281811316532878,366,0.150273224043716,0.000421350254882367,high,100,100,83,86,yes,TRUE,100,366,0.0257930042232326,81174373
DEU,2014,388,261,25799,49,868356,0.00030056796981883,261,0.029710164955387,0.029710164955387,310,0.158064516129032,0.000367927629822077,high,100,100,83,86,yes,TRUE,100,310,0.0230322207512107,81450370
DEU,2015,370,261,27437,50,925200,0.000282101167315175,261,0.0296552096843926,0.0296552096843926,311,0.160771704180064,0.000346416593243428,high,100,100,83,86,yes,TRUE,100,311,0.0230637651375293,81787411
DEU,2016,343,240,29894,45,910899,0.00026347597263802,240,0.0328181280251707,0.0328181280251707,285,0.157894736842105,0.000323494191292899,high,100,100,83,86,yes,TRUE,100,285,0.0233905925725481,82193770
DEU,2017,311,220,29438,67,932272,0.000235982631678309,220,0.0315766214152093,0.0315766214152093,287,0.233449477351916,0.000317887895227694,high,100,100,83,86,yes,TRUE,100,287,0.022663382195813,82658409
DEU,2018,294,221,32593,70,954874,0.000231444148652073,221,0.0341332992625205,0.0341332992625205,291,0.240549828178694,0.000315522058895282,high,100,100,83,86,yes,TRUE,100,291,0.0248404540800071,83124413
DEU,2019,285,227,37412,59,939520,0.000241612738419619,227,0.0398203337874659,0.0398203337874659,286,0.206293706293706,0.000317035210861671,high,100,100,83,86,yes,TRUE,100,286,0.0284828806361852,83517046
DMA,2000,4,2,40,0,411,0.0048661800486618,2,0.097323600973236,0.097323600973236,2,0,0.00539083557951483,medium,82,94,55,79,no,TRUE,82,2,0.11035011226878,69650
DMA,2001,10,1,30,,490,0.00204081632653061,1,0.0612244897959184,0.0612244897959184,1,,0.00217391304347826,medium,82,94,55,79,no,TRUE,82,1,0.0550648231620156,69671
DMA,2002,9,,32,,561,,1.5,0.0570409982174688,0.0570409982174688,1.5,,0.00283553875236295,medium,82,94,55,79,no,TRUE,82,1.5,0.0825780802753452,69840
DMA,2003,12,2,35,,542,0.003690036900369,2,0.0645756457564576,0.0645756457564576,2,,0.00394477317554241,medium,82,94,55,79,no,TRUE,82,2,0.110150105931965,70102
DMA,2004,9,1,25,,542,0.0018450184501845,1,0.0461254612546126,0.0461254612546126,1,,0.00193423597678917,medium,82,94,55,79,no,TRUE,82,1,0.0550187400812633,70387
DMA,2005,5,,3,,484,,1,0.00619834710743802,0.00619834710743802,1,,0.00207900207900208,medium,82,94,55,79,no,TRUE,82,1,0.0548969473516047,70580
DMA,2006,2,1,6,,532,0.0018796992481203,1,0.0112781954887218,0.0112781954887218,1,,0.00190114068441065,medium,82,94,55,79,no,TRUE,82,1,0.0549124374012474,70718
DMA,2007,3,3,11,1,561,0.0053475935828877,3,0.0196078431372549,0.0196078431372549,4,0.25,0.00727272727272727,medium,82,94,55,79,no,TRUE,82,4,0.219751362055688,70797
DMA,2008,4,,16,1,538,,2.83333333333333,0.0297397769516729,0.0297397769516729,3.83333333333333,0.260869565217391,0.00734355044699872,medium,82,94,55,79,no,TRUE,82,3.83333333333333,0.21071352558684,70829
DMA,2009,4,,11,,557,,2.66666666666667,0.0197486535008977,0.0197486535008977,2.66666666666667,,0.00488400488400488,medium,82,94,55,79,no,TRUE,82,2.66666666666667,0.146502053287516,70848
DMA,2010,3,,10,,587,,2.5,0.0170357751277683,0.0170357751277683,2.5,,0.00433275563258232,medium,82,94,55,79,no,TRUE,82,2.5,0.137324989922246,70877
DMA,2011,5,,13,,598,,2.33333333333333,0.0217391304347826,0.0217391304347826,2.33333333333333,,0.00398860398860399,medium,82,94,55,79,no,TRUE,82,2.33333333333333,0.128203462399921,70912
DMA,2012,6,,22,1,612,,2.16666666666667,0.0359477124183007,0.0359477124183007,3.16666666666667,0.315789473684211,0.00536723163841808,medium,82,94,55,79,no,TRUE,82,3.16666666666667,0.174127668775135,70954
DMA,2013,2,2,10,1,619,0.00323101777059774,2,0.0161550888529887,0.0161550888529887,3,0.333333333333333,0.00492610837438424,medium,82,94,55,79,no,TRUE,82,3,0.164781930175094,71019
DMA,2014,2,,15,,609,,2,0.0246305418719212,0.0246305418719212,2,,0.00336700336700337,medium,82,94,55,79,no,TRUE,82,2,0.109906320792698,71091
DMA,2015,2,,34,1,658,,2,0.0516717325227964,0.0516717325227964,3,0.333333333333333,0.00480769230769231,medium,82,94,55,79,no,TRUE,82,3,0.165106997981758,71175
DNK,2000,29,20,2554,18,57044,0.000350606549330341,20,0.0447724563494846,0.0447724563494846,38,0.473684210526316,0.000697375665259681,high,100,100,82,86,yes,TRUE,100,38,0.0042552885504088,5341192
DNK,2001,34,23,2673,15,57632,0.000399083842309828,23,0.0463804830649639,0.0463804830649639,38,0.394736842105263,0.000691424516457723,high,100,100,82,86,yes,TRUE,100,38,0.00440819043118845,5358059
DNK,2002,36,31,2857,4,58397,0.00053084918745826,31,0.0489237460828467,0.0489237460828467,35,0.114285714285714,0.000630176449405834,high,100,100,82,86,yes,TRUE,100,35,0.00428292314869599,5372798
DNK,2003,43,17,2756,9,57378,0.000296280804489526,17,0.0480323468925372,0.0480323468925372,26,0.346153846153846,0.000475998681849804,high,100,100,82,86,yes,TRUE,100,26,0.00312360288778946,5386968
DNK,2004,40,32,2629,6,55637,0.000575156820101731,32,0.0472527275014828,0.0472527275014828,38,0.157894736842105,0.000716872924841533,high,100,100,82,86,yes,TRUE,100,38,0.0044911312946736,5402754
