iso3,year,hiv,tb,ill_def,tb_seq,total,prop.tb,tb.imp,garbage,garbage.imp,totaltb,seq.prop,tb.prop,codqual,min.coverage,max.coverage,min.usability,max.usability,use.ghe,keep.vr,ghe.env,env,env.nm,vr.coverage,tb.adj,tb.adj.sd,pop,ihme.env,env.ratio
MUS,2001,0,9,275,0,7983,0.00112739571589628,9,0.0344482024301641,0.0344482024301641,9,0,0.00116761805915932,high,100,100,77,90,yes,TRUE,7950.732,7950.732,20,1,9.28341826673586,0.0828016354226894,1193911,7816.6924,1.01714786678826
MUS,2002,0,9,257,0,8310,0.00108303249097473,9,0.0309265944645006,0.0309265944645006,9,0,0.00111759592698373,high,100,100,77,90,yes,TRUE,8101.284,8101.284,20,1,9.05396200173848,0.0722360683734879,1201805,8041.6799,1.0074118966113
MUS,2003,0,11,212,0,8310,0.001323706377858,11,0.025511432009627,0.025511432009627,11,0,0.00135836008891084,high,100,100,77,90,yes,TRUE,8274.724,8274.724,20,1,11.2400548283527,0.0735642017662003,1208992,8185.0123,1.01096048444545
MUS,2004,0,15,231,0,8475,0.00176991150442478,15,0.0272566371681416,0.0272566371681416,15,0,0.00181950509461427,high,100,100,77,90,yes,TRUE,8440.876,8440.876,20,1,15.3582168850073,0.107585762385877,1215668,8214.5407,1.02755300731543
MUS,2005,19,14,187,,8640,0.00162037037037037,14,0.0216435185185185,0.0216435185185185,14,,0.00165621672778895,high,100,100,77,90,yes,TRUE,8584.696,8584.696,20,1,14.2181171181829,0.0786344463829466,1222010,8460.5969,1.01466788944879
MUS,2006,31,8,186,,9162,0.000873171796550972,8,0.0203012442698101,0.0203012442698101,8,,0.00089126559714795,high,100,100,77,90,yes,TRUE,8735.834,8735.834,20,1,7.78594830659537,0.0403349594760121,1228089,8548.5515,1.02190809752974
MUS,2007,59,14,154,,8498,0.00164744645799012,14,0.0181219110378913,0.0181219110378913,14,,0.00167785234899329,high,100,100,77,90,yes,TRUE,8885.903,8885.903,20,0.956346248659253,14.9092332214765,0.242070895566209,1233890,8468.4345,1.04929700997274
MUS,2008,50,15,197,,8988,0.00166889185580774,15,0.0219181130396084,0.0219181130396084,15,,0.00170629052439995,high,100,100,77,90,yes,TRUE,9004.419,9004.419,20,0.998176561974737,15.3641548174269,0.0932488498743159,1239262,8745.8132,1.02956909713096
MUS,2009,33,16,184,,9224,0.00173460537727667,16,0.0199479618386817,0.0199479618386817,16,,0.00176991150442478,high,100,100,77,90,yes,TRUE,9104.878,9104.878,20,1,16.1148283185841,0.0820002325945648,1243996,8946.5642,1.01769548582684
MUS,2010,70,12,198,,9122,0.00131550098662574,12,0.0217057662793247,0.0217057662793247,12,,0.00134468848050202,high,100,100,77,90,yes,TRUE,9159.068,9159.068,20,0.995952863326269,12.3160932317346,0.0811048689992545,1247953,8975.9544,1.02040046014494
MUS,2011,63,19,184,,9166,0.00207287802749291,19,0.0200741872136155,0.0200741872136155,19,,0.00211534179470051,high,100,100,77,90,yes,TRUE,9338.249,9338.249,20,0.981554464868093,19.7535883990203,0.195869408638459,1251074,8942.4405,1.04426179855488
MUS,2012,76,13,198,3,9343,0.00139141603339398,13,0.0211923365086161,0.0211923365086161,16,0.1875,0.00174958993985785,high,100,100,77,90,yes,TRUE,9500.152,9500.152,20,0.983457948883344,16.6213703663204,0.161375421769804,1253489,9127.1331,1.04086922979134
MUS,2013,102,16,224,1,9439,0.00169509481936646,16,0.0237313274711304,0.0237313274711304,17,0.0588235294117647,0.00184481823114487,high,100,100,77,90,yes,TRUE,9707.04,9707.04,20,0.972387051047487,17.9077243624525,0.239048201174747,1255458,9170.6764,1.05848680910821
MUS,2014,112,14,182,4,9682,0.0014459822350754,14,0.0187977690559802,0.0187977690559802,18,0.222222222222222,0.00189473684210526,high,100,100,77,90,yes,TRUE,9845.982,9845.982,20,0.98334528744822,18.6555448421053,0.169854808304244,1257351,9450.8823,1.04180558888137
MUS,2015,87,14,160,1,9747,0.00143633938647789,14,0.016415307274033,0.016415307274033,15,0.0666666666666667,0.00156461875456347,high,100,100,77,90,yes,TRUE,10072.217,10072.217,20,0.967711478019189,15.759179618233,0.199400799437263,1259457,9607.0063,1.04842410689374
MUS,2016,125,16,127,2,10174,0.00157263613131512,16,0.0124827992923137,0.0124827992923137,18,0.111111111111111,0.00179157957599283,high,100,100,77,90,yes,TRUE,10360.69,10360.69,20,0.981980929841545,18.5620005971932,0.144886880843374,1261870,9930.3336,1.04333755715921
MUS,2017,124,19,137,1,10140,0.00187376725838264,19,0.0135108481262327,0.0135108481262327,20,0.05,0.00199940017994602,high,100,100,77,90,yes,TRUE,10712.289,10712.289,20,0.946576403978645,21.4181525542337,0.379677596896928,1264497,10234.373,1.04669714500341
MUS,2018,123,15,155,1,10787,0.00139056271437842,15,0.014369148048577,0.014369148048577,16,0.0625,0.00150489089541008,high,100,100,77,90,yes,TRUE,11055.013,11055.013,20,0.975756428328036,16.6365884123401,0.165479053190115,1267184,10509.446,1.05191206082604
MUS,2019,147,17,164,,11174,0.00152138893860748,17,0.0146769285842134,0.0146769285842134,17,,0.00154405086285195,high,100,100,77,90,yes,TRUE,11386.902,11386.902,20,0.98130290398565,17.5819558583106,0.150469444298569,1269670,10713.362,1.06286915349262
MYS,2000,550,674,4771,38,51831,0.0130038008141846,674,0.0920491597692501,0.0920491597692501,712,0.0533707865168539,0.015129621759456,medium,50,51,32,40,no,TRUE,102426.59,102426.59,15,0.506030709408563,1549.67556481088,455.802441722814,23194252,104732.4,0.977983794890597
MYS,2001,377,780,6433,31,56221,0.0138738193913306,780,0.114423436082603,0.114423436082603,811,0.0382244143033292,0.0162890656383064,medium,50,51,32,40,no,TRUE,103668.17,103668.17,15,0.542316894375583,1688.65762573311,456.862898420786,23709115,106167.51,0.976458522951136
