iso3,year,measure,hiv,baseline,sd1,disrupt,sd2,ratio,ratio.sd
AGO,2020,inc,a,323.489048399169,9.96387286339085,321.85404450556,9.87986536610834,0.995873794328506,0.0432677785784052
AGO,2020,inc,pos,323.489048399169,9.96387286339085,321.85404450556,9.87986536610834,0.995873794328506,0.0432677785784052
AGO,2020,mort,a,49.1892840868089,3.17182785438249,50.2305134400774,3.19722314898057,1.02548202588783,0.0925390713170108
AGO,2020,mort,pos,49.1892840868089,3.17182785438249,50.2305134400774,3.19722314898057,1.02548202588783,0.0925390713170108
AGO,2021,inc,a,323.770937467085,9.93573702158797,332.13172014394,9.50057326163174,1.02670641724673,0.0429861679635731
AGO,2021,inc,pos,323.770937467085,9.93573702158797,332.13172014394,9.50057326163174,1.02670641724673,0.0429861679635731
AGO,2021,mort,a,49.4494718529468,3.16287006608857,56.0808319570292,3.34807774314235,1.13930276865836,0.0999365230017735
AGO,2021,mort,pos,49.4494718529468,3.16287006608857,56.0808319570292,3.34807774314235,1.13930276865836,0.0999365230017735
AGO,2022,inc,a,323.63854997337,9.93914613365716,338.858960404006,9.68209529148776,1.04796612094946,0.0438667736371026
AGO,2022,inc,pos,323.63854997337,9.93914613365716,338.858960404006,9.68209529148776,1.04796612094946,0.0438667736371026
AGO,2022,mort,a,49.5805245754036,3.15473736918178,53.5877231859713,3.29909418032952,1.08560746385841,0.0960249795090337
AGO,2022,mort,pos,49.5805245754036,3.15473736918178,53.5877231859713,3.29909418032952,1.08560746385841,0.0960249795090337
AGO,2023,inc,a,323.109845678413,9.97146629283708,337.430916300124,9.86302269024586,1.04529569975961,0.0443691252446905
AGO,2023,inc,pos,323.109845678413,9.97146629283708,337.430916300124,9.86302269024586,1.04529569975961,0.0443691252446905
AGO,2023,mort,a,49.5817630011742,3.1475822080077,52.6175135645377,3.26466859256175,1.06582805879301,0.0944068128790906
AGO,2023,mort,pos,49.5817630011742,3.1475822080077,52.6175135645377,3.26466859256175,1.06582805879301,0.0944068128790906
AGO,2024,inc,a,322.213168294732,10.0292797158162,334.525747989594,10.0129041418587,1.03921510972448,0.0448300667298152
AGO,2024,inc,pos,322.213168294732,10.0292797158162,334.525747989594,10.0129041418587,1.03921510972448,0.0448300667298152
AGO,2024,mort,a,49.4570683398438,3.14151549409396,51.9425927132626,3.24208059842239,1.05476941724211,0.093674062963461
AGO,2024,mort,pos,49.4570683398438,3.14151549409396,51.9425927132626,3.24208059842239,1.05476941724211,0.093674062963461
BGD,2020,inc,a,249.272556197866,6.58839284017229,247.677653757705,6.47815274176386,0.994272839693924,0.0369505533423734
BGD,2020,mort,a,24.0633361187292,1.51446537301426,26.7665415277563,1.59750535774109,1.11723950789621,0.0970265399302239
BGD,2021,inc,a,248.49065909649,6.64025442435981,263.324889900218,6.91063081605586,1.06051692858254,0.0397819334130826
BGD,2021,mort,a,23.7707103188711,1.51189298098814,27.0135805568117,1.64453188968331,1.14186220779954,0.101127009048147
BGD,2022,inc,a,248.195949953356,6.70744313848763,264.788634926561,7.16384868042876,1.06774197396959,0.0409703198291942
BGD,2022,mort,a,23.6939042483897,1.51358735818657,25.5470608767183,1.60337519482317,1.08314981422556,0.0969761294024983
BGD,2023,inc,a,248.148656712033,6.78759963354152,262.476922418386,7.24970518594417,1.05864346322902,0.0412689034695041
BGD,2023,mort,a,23.682901693256,1.51879605499138,25.1414977265441,1.59146312407053,1.06638236557315,0.0959257985825815
BGD,2024,inc,a,247.954295902275,6.87842281484306,260.359626855689,7.31102516376717,1.05094359932793,0.0415704383186399
BGD,2024,mort,a,23.7087165103844,1.52687752431084,24.9334754297337,1.58977653421017,1.05638717346974,0.0955008356618904
BRA,2020,inc,a,51.8525343242417,0.501413668400033,50.9182885660313,0.49986576247955,0.982073898309356,0.0135322754081103
BRA,2020,inc,pos,51.8525343242417,0.501413668400033,50.9182885660313,0.49986576247955,0.982073898309356,0.0135322754081103
BRA,2020,mort,a,3.16988508651373,0.0416359556607326,3.58028772338192,0.0478051128593005,1.12972613093439,0.0215096751607274
BRA,2020,mort,pos,3.16988508651373,0.0416359556607326,3.58028772338192,0.0478051128593005,1.12972613093439,0.0215096751607274
BRA,2021,inc,a,51.9662569638986,0.498328821842315,54.9845941553872,0.520256691770124,1.05818868641623,0.0142887348314353
BRA,2021,inc,pos,51.9662569638986,0.498328821842315,54.9845941553872,0.520256691770124,1.05818868641623,0.0142887348314353
BRA,2021,mort,a,3.18590926019892,0.0418737563863133,3.74328423330424,0.0499584894377787,1.17523896220008,0.022632082360579
BRA,2021,mort,pos,3.18590926019892,0.0418737563863133,3.74328423330424,0.0499584894377787,1.17523896220008,0.022632082360579
BRA,2022,inc,a,52.0672216834667,0.495447699851987,55.0957097496781,0.520741286272068,1.05827080840735,0.0142318835102472
BRA,2022,inc,pos,52.0672216834667,0.495447699851987,55.0957097496781,0.520741286272068,1.05827080840735,0.0142318835102472
BRA,2022,mort,a,3.20159420753318,0.0421020689186641,3.39646554466939,0.0435017542314064,1.06106282781092,0.0195118205067777
BRA,2022,mort,pos,3.20159420753318,0.0421020689186641,3.39646554466939,0.0435017542314064,1.06106282781092,0.0195118205067777
BRA,2023,inc,a,52.1557096148101,0.493587069151433,54.5899898905129,0.514045827896441,1.04677499717788,0.0139993488599098
BRA,2023,inc,pos,52.1557096148101,0.493587069151433,54.5899898905129,0.514045827896441,1.04677499717788,0.0139993488599098
BRA,2023,mort,a,3.21696869606822,0.0425899078633756,3.36066055582724,0.0435239314976924,1.04485807359539,0.0193659326362598
BRA,2023,mort,pos,3.21696869606822,0.0425899078633756,3.36066055582724,0.0435239314976924,1.04485807359539,0.0193659326362598
BRA,2024,inc,a,52.2758814192422,0.492547464832428,54.2305493734702,0.508774636316664,1.03748965479661,0.0138098857008236
BRA,2024,inc,pos,52.2758814192422,0.492547464832428,54.2305493734702,0.508774636316664,1.03748965479661,0.0138098857008236
BRA,2024,mort,a,3.23204546884433,0.0431620722184964,3.34713853904033,0.0440186410487156,1.03580207300498,0.0194235727416866
BRA,2024,mort,pos,3.23204546884433,0.0431620722184964,3.34713853904033,0.0440186410487156,1.03580207300498,0.0194235727416866
CHN,2020,inc,a,54.5322202735399,0.666962795145396,54.8104816858519,0.668005769516824,1.00525351921834,0.0173545258409424
CHN,2020,mort,a,2.12151738270272,0.0397669701733987,3.34315147521025,0.0765890678008113,1.5778841085717,0.0598977297242884
CHN,2021,inc,a,53.7515839100777,0.660755406953917,54.707250353836,0.683624027931654,1.01794394565878,0.0178512672432262
CHN,2021,mort,a,2.09110510196453,0.0394005957505763,2.56876716910881,0.0625925622951699,1.22952629518186,0.0413166666067465
CHN,2022,inc,a,52.9799643683937,0.654603624628567,53.6623922040569,0.682206455697465,1.01304881111416,0.0179658292012248
CHN,2022,mort,a,2.06207061226316,0.039038965398447,2.09709078400344,0.0453221055073069,1.01747429026897,0.0292922949348427
CHN,2023,inc,a,52.2257350191957,0.648502739358729,52.6448447098815,0.668757780041905,1.00819025234835,0.0179109816934826
CHN,2023,mort,a,2.03312133022493,0.0386814938470178,2.05034767195578,0.0410999108320833,1.00888497066292,0.027885189508186
CHN,2024,inc,a,51.4791207518073,0.64244969881647,51.7502674829196,0.656397992543518,1.0054305587364,0.0178897957073196
