country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,area.desc.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi
Seychelles,SYC,AFR,3,2018,Surveillance,1,,N,0,0,,,,,,,,,,,,,15,0,,,,0,,,,0,,,
Seychelles,SYC,AFR,4,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,
Seychelles,SYC,AFR,5,2016,Surveillance,1,,A,0,0,,,,0,,,,5,0,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,6,2015,Surveillance,1,,A,6,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,7,2014,Surveillance,1,,A,7,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,8,2012,Surveillance,1,,A,14,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,EMR,1,2019,Surveillance,1,,A,237,5,,,,,,,,,,,,,906,11,,,,15,,,,6,,,
Syrian Arab Republic,SYR,EMR,2,2003,Survey,1,,A,338,,6.21,3.89,9.34,,1.78,0.65,3.82,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,AFR,1,2020,Surveillance,1,,A,1613,1,,,,,,,,,,,,,1613,13,,,,1,,,,13,,,
Togo,TGO,AFR,2,2018,Survey,1,,A,21,,1.4,0.7,2.4,,,,,,,,,,805,,1.5,0.8,2.6,,,,,,,,
Thailand,THA,SEA,1,2018,Survey,1,,A,,,1.2,0.7,2,,,,,,,,,,,,1.7,1.1,2.7,,,,,,,,
Thailand,THA,SEA,2,2012,Survey,1,,A,1622,,2,1.4,2.8,,0.2,0,0.5,,,,,,,,,,,,,,,,,,
Thailand,THA,SEA,3,2006,Survey,1,,A,1150,,1.65,0.99,2.58,,0.96,0.48,1.71,,,,,,,,,,,,,,,,,,
Thailand,THA,SEA,4,2001,Survey,1,,A,1505,,0.93,0.51,1.56,,0.47,0.19,0.96,,,,,,,,,,,,,,,,,,
Thailand,THA,SEA,5,1997,Survey,1,,A,1137,,2.11,1.35,3.14,,3.69,2.66,4.99,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,EUR,1,2020,Surveillance,1,,A,1343,240,,,,,,,,,,,,,1683,408,,,,402,,,,251,,,
Tajikistan,TJK,EUR,2,2019,Surveillance,1,,A,1796,262,,,,,,,,,,,,,2318,672,,,,473,,,,315,,,
Tajikistan,TJK,EUR,3,2017,Survey,1,,A,1270,,19.9,17.8,22.2,,,,,,,,,,1270,,21.4,19.3,23.8,,28.4,25.9,30.9,,21.4,19.3,23.8
Tajikistan,TJK,EUR,4,2014,Surveillance,1,,A,1957,158,,,,93,,,,475,85,,,,,,,,,,,,,,,,
Tajikistan,TJK,EUR,5,2011,Survey,1,,A,544,,12.5,9.9,15.6,,1.1,0.4,2.5,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,EUR,1001,2009,Survey,0,Dushanbe city and Rudaki district,A,139,,16.5,10.8,23.8,,0.1,0,3.9,,,,,,,,,,,,,,,,,,
Tokelau,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,1,2018,Survey,1,,A,894,,23.4,20.7,26.2,,,,,,,,,,970,,23.2,20.6,25.9,,39.9,36.8,43.2,,24.4,21.7,27.3
Turkmenistan,TKM,EUR,2,2013,Survey,1,,A,561,,13.9,11.1,17,,0.5,0.1,1.6,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,1001,2002,Survey,0,Dashoguz Velayat  (Aral Sea Region),A,105,,3.81,1.05,9.47,,0,0,2.81,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,SEA,1,2019,Survey,1,,A,59,,1.7,0.1,7.2,,,,,,,,,,844,,0.6,0.2,1.3,,11.9,5.3,21.7,,1.7,0.1,7.2
Tonga,TON,WPR,1,2020,Surveillance,1,,N,5,0,,,,,,,,,,,,,5,0,,,,0,,,,0,,,
Tonga,TON,WPR,2,2019,Surveillance,1,,N,0,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,
Tonga,TON,WPR,3,2018,Surveillance,1,,N,0,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,
Tonga,TON,WPR,4,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,
Trinidad and Tobago,TTO,AMR,1,2018,Surveillance,1,,A,0,,,,,,,,,,,,,,151,0,,,,,,,,,,,
Tunisia,TUN,EMR,1,2018,Surveillance,1,,A,1051,11,,,,,,,,,,,,,1051,11,,,,11,,,,11,,,
Tunisia,TUN,EMR,2,2017,Surveillance,1,,A,909,10,,,,,,,,,,,,,909,10,,,,10,,,,10,,,
Tunisia,TUN,EMR,3,2016,Surveillance,1,,A,929,6,,,,2,,,,142,2,,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,4,2015,Surveillance,1,,A,1111,6,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,5,2012,Survey,1,,A,488,,0.8,0,1.7,,,0.6,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,1,2020,Surveillance,1,,A,3710,84,,,,,,,,,,,,,3777,94,,,,384,,,,94,,,
Turkey,TUR,EUR,2,2019,Surveillance,1,,A,4717,88,,,,,,,,,,,,,4797,113,,,,487,,,,107,,,
Turkey,TUR,EUR,3,2018,Surveillance,1,,A,4711,123,,,,,,,,,,,,,4719,163,,,,550,,,,163,,,
Turkey,TUR,EUR,4,2017,Surveillance,1,,A,4895,121,,,,,,,,,,,,,4914,162,,,,560,,,,161,,,
Turkey,TUR,EUR,5,2016,Surveillance,1,,A,5029,110,,,,38,,,,9,0,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,6,2015,Surveillance,1,,A,4679,122,,,,48,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,7,2013,Surveillance,1,,A,4939,123,,,,42,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,8,2012,Surveillance,1,,A,4742,151,,,,47,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,EUR,1001,2011,Surveillance,0,Ankara,A,214,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,WPR,1,2020,Surveillance,1,,A,0,0,,,,,,,,,,,,,15,1,,,,0,,,,0,,,
Tuvalu,TUV,WPR,2,2019,Surveillance,1,,N,0,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,
Tuvalu,TUV,WPR,3,2018,Surveillance,1,,A,0,0,,,,,,,,,,,,,13,0,,,,0,,,,0,,,
United Republic of Tanzania,TZA,AFR,1,2018,Survey,1,,A,1060,,1.1,0.4,1.8,,,,,,,,,,1161,,0.97,0.4,1.6,,1.1,0.5,1.7,,0.94,0.4,1.5
United Republic of Tanzania,TZA,AFR,2,2007,Survey,1,,A,909,,1.1,0.5,2,,0.2,0,0.8,,,,,,,,,,,,,,,,,,
Uganda,UGA,AFR,1,2019,Surveillance,1,,N,95,60,,,,,,,,,,,,,29900,313,,,,63,,,,70,,,
Uganda,UGA,AFR,2,2018,Surveillance,1,,N,62,41,,,,,,,,,,,,,23566,243,,,,41,,,,41,,,
Uganda,UGA,AFR,3,2011,Survey,1,,A,1209,,1.4,0.6,2.2,,0.2,0.1,0.6,,,,,,,,,,,,,,,,,,
Uganda,UGA,AFR,1001,2008,Survey,0,Kampala,A,473,,1.1,0.3,2.5,,0.4,0.1,1.5,,,,,,,,,,,,,,,,,,
Uganda,UGA,AFR,1002,1997,Survey,0,3 GLRA Zones,A,374,,0.53,0.06,1.92,,0.27,0.01,1.48,,,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,1,2020,Surveillance,1,,A,8793,1849,,,,,,,,,,,,,8793,2515,,,,2559,,,,2515,,,
Ukraine,UKR,EUR,2,2019,Surveillance,1,,A,12632,2588,,,,,,,,,,,,,12632,3438,,,,3886,,,,3438,,,
Ukraine,UKR,EUR,3,2018,Surveillance,1,,A,12349,2755,,,,,,,,,,,,,12349,3587,,,,4276,,,,3587,,,
Ukraine,UKR,EUR,4,2017,Surveillance,1,,A,12122,2594,,,,,,,,,,,,,12122,3388,,,,3936,,,,3388,,,
Ukraine,UKR,EUR,5,2016,Surveillance,1,,A,13097,2881,,,,701,,,,765,105,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,6,2014,Survey,1,,A,1237,,24.1,20.7,27.6,,0.8,0.4,1.2,,,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,7,2012,Surveillance,1,,A,11185,1614,,,,356,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,EUR,1001,2006,Survey,0,Donetsk,A,1003,,15.95,13.57,18.62,,1.99,1.22,3.08,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,1,2020,Surveillance,1,,A,12,2,,,,,,,,,,,,,476,9,,,,5,,,,9,,,
Uruguay,URY,AMR,2,2018,Surveillance,1,,A,512,1,,,,,,,,,,,,,512,2,,,,3,,,,2,,,
Uruguay,URY,AMR,3,2017,Surveillance,1,,A,422,1,,,,,,,,,,,,,474,2,,,,5,,,,2,,,
Uruguay,URY,AMR,4,2016,Surveillance,1,,A,535,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,5,2015,Surveillance,1,,A,540,2,,,,1,,,,6,0,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,6,2012,Surveillance,1,,A,466,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,7,2011,Surveillance,1,,A,422,1,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,8,2005,Survey,1,,A,335,,0,0,0.89,,0.3,0.01,1.65,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,9,1999,Survey,1,,A,315,,0.32,0.01,1.76,,0,0,0.95,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,10,1997,Survey,1,,A,484,,0,0,0.62,,0.41,0.05,1.48,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,1,2020,Surveillance,1,,A,4359,40,,,,,,,,,,,,,4370,47,,,,360,,,,47,,,
United States of America,USA,AMR,2,2019,Surveillance,1,,A,5253,66,,,,,,,,,,,,,5329,79,,,,500,,,,79,,,
United States of America,USA,AMR,3,2018,Surveillance,1,,A,5085,68,,,,,,,,,,,,,5136,78,,,,477,,,,78,,,
United States of America,USA,AMR,4,2017,Surveillance,1,,A,5180,90,,,,,,,,,,,,,5189,104,,,,473,,,,104,,,
United States of America,USA,AMR,5,2016,Surveillance,1,,A,5564,68,,,,13,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,6,2015,Surveillance,1,,A,5693,67,,,,17,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,7,2014,Surveillance,1,,A,5453,60,,,,12,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,8,2013,Surveillance,1,,A,5609,71,,,,11,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,9,2012,Surveillance,1,,A,6790,70,,,,19,,,,0,0,,,,,,,,,,,,,,,,
United States of America,USA,AMR,10,2011,Surveillance,1,,A,6899,94,,,,15,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,11,2010,Surveillance,1,,A,7593,90,,,,26,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,12,2009,Surveillance,1,,A,8196,94,,,,112,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,13,2008,Surveillance,1,,A,9296,86,,,,19,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,14,2007,Surveillance,1,,A,9642,104,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,15,2006,pre-2010 TME data collection,1,,A,9901,102,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,16,2005,Surveillance,1,,A,10064,98,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,17,2004,Surveillance,1,,A,10481,100,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,18,2003,Surveillance,1,,A,10751,95,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,19,2002,Surveillance,1,,A,10813,132,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,20,2001,Surveillance,1,,A,11510,115,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,21,2000,Surveillance,1,,A,11825,120,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,22,1999,Surveillance,1,,A,12655,127,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,23,1998,Surveillance,1,,A,13420,132,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,24,1997,Surveillance,1,,A,14448,155,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,25,1996,Surveillance,1,,A,15358,207,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,26,1995,Surveillance,1,,A,16022,254,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,27,1994,Surveillance,1,,A,16415,353,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,28,1993,Surveillance,1,,A,16601,407,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,1,2020,Surveillance,1,,A,3946,721,,,,,,,,,,,,,3946,721,,,,721,,,,721,,,
Uzbekistan,UZB,EUR,2,2019,Surveillance,1,,A,5249,560,,,,,,,,,,,,,5249,615,,,,1665,,,,615,,,
Uzbekistan,UZB,EUR,3,2018,Surveillance,1,,A,4828,392,,,,,,,,,,,,,4828,735,,,,815,,,,735,,,
Uzbekistan,UZB,EUR,4,2017,Surveillance,1,,A,3528,351,,,,,,,,,,,,,4439,657,,,,1764,,,,401,,,
Uzbekistan,UZB,EUR,5,2011,Survey,1,,A,705,,23.2,17.8,29.5,,1,0.5,2,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,1001,2005,Survey,0,Tashkent,A,203,,14.78,10.2,20.42,,0.99,0.12,3.51,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,EUR,1002,2002,Survey,0,Karakalpakstan (Aral Sea Region),A,106,,13.21,7.41,21.17,,0,0,2.79,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,1,2020,Surveillance,1,,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,
Saint Vincent and the Grenadines,VCT,AMR,2,2019,Surveillance,1,,N,0,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,
Venezuela (Bolivarian Republic of),VEN,AMR,1,1999,Survey,1,,A,769,,0.52,0.14,1.33,,0.52,0.14,1.33,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,1,2020,Surveillance,1,,A,0,0,,,,,,,,,,,,,46408,1894,,,,0,,,,0,,,
Viet Nam,VNM,WPR,2,2018,Surveillance,1,,A,0,0,,,,,,,,,,,,,40773,1472,,,,0,,,,0,,,
Viet Nam,VNM,WPR,3,2012,Survey,1,,A,1105,,4,2.5,5.4,,0.09,0,0.5,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,4,2006,Survey,1,,A,1619,,2.72,1.97,3.65,,0.56,0.25,1.06,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,5,1997,Survey,1,,A,640,,2.34,1.31,3.87,,1.25,0.54,2.46,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,WPR,1,2020,Surveillance,1,,N,43,0,,,,,,,,,,,,,43,0,,,,43,,,,0,,,
Vanuatu,VUT,WPR,2,2019,Surveillance,1,,N,0,0,,,,,,,,,,,,,52,2,,,,0,,,,0,,,
Vanuatu,VUT,WPR,3,2018,Surveillance,1,,N,41,0,,,,,,,,,,,,,41,2,,,,0,,,,2,,,
Vanuatu,VUT,WPR,4,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,46,1,,,,0,,,,0,,,
Vanuatu,VUT,WPR,5,2006,Surveillance,1,,A,29,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Wallis and Futuna Islands,WLF,WPR,1,2019,Surveillance,1,,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Samoa,WSM,WPR,1,2019,Surveillance,1,,N,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,
Samoa,WSM,WPR,2,2017,Surveillance,1,,A,13,0,,,,,,,,,,,,,13,0,,,,1,,,,0,,,
Samoa,WSM,WPR,3,2016,Surveillance,1,,A,8,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,4,2013,Surveillance,1,,A,11,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,5,2012,Surveillance,1,,A,15,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,1,2011,Survey,1,,A,1108,,1.7,0.5,3,,0.6,0,1.3,,,,,,,,,,,,,,,,,,
Yemen,YEM,EMR,2,2004,Survey,1,,A,510,,2.94,1.65,4.85,,0,0,0.59,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1,2014,Survey,1,,A,6525,,2.1,1.5,2.7,,1.4,0.9,1.8,,,3.4,2.5,4.3,,,,,,,,,,,,,
South Africa,ZAF,AFR,2,2002,Survey,1,,A,4243,,1.81,1.43,2.27,,0.33,0.18,0.55,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1001,2014,Survey,0,Eastern Cape province,A,511,,1.7,0.8,2.6,,1,0.3,1.7,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1002,2014,Survey,0,Free State province,A,601,,1.8,0.8,2.8,,1.8,0.4,3.1,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1003,2014,Survey,0,Gauteng province,A,837,,2.7,1.3,4.1,,1,0.3,1.6,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1004,2014,Survey,0,KwaZulu Natal province,A,499,,1.8,0.6,3,,1.7,0.2,3.2,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1005,2014,Survey,0,Limpopo province,A,972,,1.4,0.4,2.4,,2,1.1,2.9,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1006,2014,Survey,0,Mpumalanga province,A,805,,4.2,2.8,5.6,,1.8,0.9,2.7,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1007,2014,Survey,0,North West province,A,634,,1.9,0.8,3.1,,1.1,0.2,2,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1008,2014,Survey,0,Northern Cape province,A,855,,1.3,0.4,2.1,,0.8,0.1,1.4,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1009,2014,Survey,0,Western Cape province,A,811,,2,0.7,3.2,,0.9,0.3,1.6,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1010,2002,Survey,0,Eastern Cape Province,A,506,,0.99,0.32,2.31,,0.2,0.01,1.1,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1011,2002,Survey,0,Free State Province,A,454,,1.76,0.76,3.44,,0.66,0.14,1.92,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1012,2002,Survey,0,Gauteng Province,A,592,,1.35,0.58,2.66,,0.34,0.04,1.22,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1013,2002,Survey,0,Kwazulu-Natal Province,A,595,,1.68,0.81,3.09,,0.17,0,0.94,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1014,2002,Survey,0,Mpumalanga Province,A,702,,2.56,1.52,4.05,,0.57,0.16,1.46,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1015,2002,Survey,0,North West Province,A,631,,2.22,1.21,3.72,,0.48,0.1,1.39,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1016,2002,Survey,0,Western Cape Province,A,427,,0.94,0.26,2.38,,0,0,0.7,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1017,2001,Survey,0,Limpopo Province,A,451,,2.44,1.22,4.32,,0,0,0.66,,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1018,1997,Survey,0,Mpumalanga Province,A,661,,1.51,0.73,2.78,,0.15,0,0.84,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,1,2020,Surveillance,1,,A,298,72,,,,,,,,,,,,,15390,372,,,,114,,,,101,,,
Zambia,ZMB,AFR,2,2019,Surveillance,1,,N,380,86,,,,,,,,,,,,,15400,372,,,,114,,,,99,,,
Zambia,ZMB,AFR,3,2018,Surveillance,1,,N,369,9,,,,,,,,,,,,,15106,423,,,,106,,,,41,,,
Zambia,ZMB,AFR,4,2008,Survey,1,,A,604,,0.3,0.04,1.19,,0.8,0.3,1.9,,,,,,,,,,,,,,,,,,
Zambia,ZMB,AFR,5,2000,Survey,1,,A,445,,1.8,0.78,3.51,,0,0,0.67,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,1,2020,Surveillance,1,,A,224,25,,,,,,,,,,,,,7361,124,,,,33,,,,33,,,
Zimbabwe,ZWE,AFR,2,2019,Surveillance,1,,N,429,32,,,,,,,,,,,,,9240,282,,,,50,,,,53,,,
Zimbabwe,ZWE,AFR,3,2018,Surveillance,1,,N,534,117,,,,,,,,,,,,,10392,406,,,,173,,,,241,,,
Zimbabwe,ZWE,AFR,4,2016,Survey,1,,A,1043,,1.8,1,2.5,,,,,1043,,4.6,3,6.2,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,5,1995,Survey,1,,A,676,,1.92,1.02,3.29,,0,0,0.44,,,,,,,,,,,,,,,,,,
