country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,area.desc.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi
Russian Federation,RUS,EUR,1062,2010,Surveillance,0,Magadan Oblast,A,47,6,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1063,2010,Surveillance,0,Mary El Republic,A,330,67,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1064,2010,Surveillance,0,Murmansk Oblast,A,173,36,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1065,2010,Surveillance,0,Nizhni Novgorod Oblast,A,798,186,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1066,2010,Surveillance,0,Novgorod Oblast,A,156,42,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1067,2010,Surveillance,0,Orel Oblast,A,241,21,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1068,2010,Surveillance,0,Penza Oblast,A,425,91,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1069,2010,Surveillance,0,Primorsky Krai,A,1011,210,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1070,2010,Surveillance,0,Pskov Oblast,A,312,87,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1071,2010,Surveillance,0,Sakha (Yakutia) Republic,A,245,83,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1072,2010,Surveillance,0,Sakhalin Oblast,A,225,53,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1073,2010,Surveillance,0,Samara Oblast,A,939,235,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1074,2010,Surveillance,0,Tambov Oblast,A,312,53,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1075,2010,Surveillance,0,Tomsk Oblast,A,390,69,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1076,2010,Surveillance,0,Tula Oblast,A,417,55,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1077,2010,Surveillance,0,Ulyanovsk Oblast,A,265,80,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1078,2010,Surveillance,0,Vladimir Oblast,A,400,78,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1079,2010,Surveillance,0,Vologda Oblast,A,240,49,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1080,2010,Surveillance,0,Voronezh Oblast,A,461,89,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1081,2009,Surveillance,0,Arkhangelsk Oblast,A,292,75,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1082,2009,Surveillance,0,Belgorod Oblast,A,359,71,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1083,2009,Surveillance,0,Bryansk Oblast,A,562,73,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1084,2009,Surveillance,0,Chuvasia Republic,A,579,88,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1085,2009,Surveillance,0,Ivanovo Oblast,A,276,56,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1086,2009,Surveillance,0,Kaliningrad Oblast,A,354,79,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1087,2009,Surveillance,0,Karelia Republic,A,195,48,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1088,2009,Surveillance,0,Kemerovo Oblast,A,1661,377,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1089,2009,Surveillance,0,Komi Republic,A,318,61,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1090,2009,Surveillance,0,Mary El Republic,A,365,57,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1091,2009,Surveillance,0,Murmansk Oblast,A,190,55,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1092,2009,Surveillance,0,Novgorod Oblast,A,139,29,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1093,2009,Surveillance,0,Orel Oblast,A,254,16,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1094,2009,Surveillance,0,Penza Oblast,A,532,66,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1095,2009,Surveillance,0,Pskov Oblast,A,302,75,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1096,2009,Surveillance,0,Tambov Oblast,A,343,60,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1097,2009,Surveillance,0,Tomsk Oblast,A,439,79,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1098,2009,Surveillance,0,Tula Oblast,A,454,64,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1099,2009,Surveillance,0,Vladimir Oblast,A,421,88,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1100,2009,Surveillance,0,Vologda Oblast,A,214,21,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1101,2009,Surveillance,0,Voronezh Oblast,A,534,78,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1102,2008,Surveillance,0,Arkhangelsk Oblast,A,290,69,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1103,2008,Surveillance,0,Belgorod Oblast,A,442,85,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1104,2008,Surveillance,0,Bryansk Oblast,A,549,71,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1105,2008,Surveillance,0,Chuvasia Republic,A,613,87,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1106,2008,Surveillance,0,Ivanovo Oblast,A,275,55,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1107,2008,Surveillance,0,Kaliningrad Oblast,A,436,84,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1108,2008,Surveillance,0,Kemerovo Oblast,A,1565,280,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1109,2008,Surveillance,0,Komi Republic,A,305,79,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1110,2008,Surveillance,0,Kostroma Oblast,A,119,8,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1111,2008,Surveillance,0,Mary El Republic,A,267,43,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1112,2008,Surveillance,0,Murmansk Oblast,A,173,49,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1113,2008,Surveillance,0,Novgorod Oblast,A,152,30,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1114,2008,Surveillance,0,Orel Oblast,A,296,16,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1115,2008,Surveillance,0,Penza Oblast,A,457,33,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1116,2008,Surveillance,0,Pskov Oblast,A,370,101,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1117,2008,Surveillance,0,Tambov Oblast,A,307,26,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1118,2008,Surveillance,0,Tomsk Oblast,A,424,55,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1119,2008,Surveillance,0,Tula Oblast,A,489,58,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1120,2008,Surveillance,0,Vladimir Oblast,A,422,59,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1121,2008,Surveillance,0,Voronezh Oblast,A,597,87,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1122,2006,Surveillance,0,Kaliningrad oblast,A,521,151,,,,7,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1123,2006,Surveillance,0,Mary El Republic,A,304,38,,,,0,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1124,2006,Surveillance,0,Orel Oblast,A,317,28,,,,2,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1125,2006,Surveillance,0,Pskov oblast,A,343,55,,,,3,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1126,2005,Surveillance,0,Arkhangelsk Oblast,A,297,85,,,,0,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1127,2005,Surveillance,0,Orel Oblast,A,311,23,,,,0,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1128,2005,Surveillance,0,Tomsk Oblast,A,515,77,,,,9,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1129,2004,Surveillance,0,Arkhangelsk Oblast,A,316,69,,,,3,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1130,2004,Surveillance,0,Orel Oblast,A,328,19,,,,0,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1131,2004,Surveillance,0,Tomsk Oblast,A,565,95,,,,5,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1132,2003,Surveillance,0,Arkhangelsk Oblast,A,299,59,,,,15,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1133,2003,Surveillance,0,Orel Oblast,A,330,11,,,,0,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1134,2003,Surveillance,0,Tomsk Oblast,A,527,59,,,,4,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1135,2002,Surveillance,0,Arkhangelsk Oblast,A,301,56,,,,3,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1136,2002,Surveillance,0,Ivanovo Oblast,A,350,43,,,,4,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1137,2002,Surveillance,0,Orel Oblast,A,379,10,,,,0,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1138,2002,Surveillance,0,Tomsk Oblast,A,533,73,,,,3,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1139,2001,Surveillance,0,Tomsk Oblast,A,532,57,,,,6,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1140,2000,Surveillance,0,Tomsk Oblast,A,561,48,,,,10,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1141,1999,Surveillance,0,Tomsk Oblast,A,417,27,,,,6,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1142,1998,Surveillance,0,Ivanovo Oblast,A,222,20,,,,2,,,,,,,,,,,,,,,,,,,,,
Russian Federation,RUS,EUR,1143,1996,Surveillance,0,Ivanovo Oblast,A,248,10,,,,3,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,1,2019,Surveillance,1,,A,,20,,,,,,,,,,,,,3480,75,,,,,,,,75,,,
Rwanda,RWA,AFR,2,2018,Surveillance,1,,A,,21,,,,,,,,,,,,,3441,74,,,,,,,,,,,
Rwanda,RWA,AFR,3,2015,Survey,1,,A,1033,,1.4,0.7,2.1,,0.1,0,0.5,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,4,2014,Surveillance,1,,A,1106,24,,,,1,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,AFR,5,2005,Survey,1,,A,616,,3.9,2.5,5.8,,0,0,0.49,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,EMR,1,2010,Survey,1,,A,1609,,1.8,1.4,2.4,,0.8,0.5,1.2,,,,,,,,,,,,,,,,,,
Serbia & Montenegro,SCG,EUR,1001,2004,Surveillance,0,Belgrade,A,264,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Serbia & Montenegro,SCG,EUR,1002,2003,Surveillance,0,Belgrade,A,292,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Serbia & Montenegro,SCG,EUR,1003,2002,Surveillance,0,Belgrade,A,320,4,,,,5,,,,,,,,,,,,,,,,,,,,,
Serbia & Montenegro,SCG,EUR,1004,2000,Surveillance,0,Belgrade,A,249,1,,,,4,,,,,,,,,,,,,,,,,,,,,
Serbia & Montenegro,SCG,EUR,1005,1999,Surveillance,0,Belgrade,A,290,0,,,,1,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,EMR,1,2017,Survey,1,,A,,,2.3,1.2,3.5,,,,,1030,,2.9,1.7,4.1,,,,,,,3.9,2.8,5,,,,
Senegal,SEN,AFR,1,2014,Survey,1,,A,818,,0.5,0,1,,0.4,0,0.9,,,,,,,,,,,,,,,,,,
Senegal,SEN,AFR,2,2006,Survey,1,,A,237,,2.11,0.69,4.85,,0,0,1.26,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,1,2020,Surveillance,1,,A,1066,9,,,,,,,,,,,,,1066,12,,,,72,,,,12,,,
Singapore,SGP,WPR,2,2019,Surveillance,1,,A,1005,10,,,,,,,,,,,,,1032,14,,,,63,,,,12,,,
Singapore,SGP,WPR,3,2018,Surveillance,1,,A,1104,11,,,,,,,,,,,,,1122,18,,,,59,,,,18,,,
Singapore,SGP,WPR,4,2017,Surveillance,1,,A,1116,12,,,,,,,,,,,,,1117,17,,,,48,,,,17,,,
Singapore,SGP,WPR,5,2016,Surveillance,1,,A,1179,14,,,,3,,,,21,0,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,6,2015,Surveillance,1,,A,1040,9,,,,1,,,,21,1,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,7,2014,Surveillance,1,,A,1012,11,,,,2,,,,16,1,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,8,2013,Surveillance,1,,A,1057,10,,,,4,,,,13,0,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,9,2012,Surveillance,1,,A,1178,19,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,10,2011,Surveillance,1,,A,952,6,,,,3,,,,0,0,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,11,2010,Surveillance,1,,A,923,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,12,2009,Surveillance,1,,A,915,3,,,,1,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,13,2008,Surveillance,1,,A,919,1,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,14,2007,Surveillance,1,,A,827,3,,,,2,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,15,2006,Surveillance,1,,A,861,3,,,,3,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,16,2005,Surveillance,1,,A,895,2,,,,3,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,17,2004,Surveillance,1,,A,838,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,18,2003,Surveillance,1,,A,862,1,,,,3,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,19,2002,Surveillance,1,,A,785,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,20,2001,Surveillance,1,,A,823,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,WPR,21,1996,Surveillance,1,,A,980,3,,,,1,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,AFR,1,1997,Survey,1,,A,117,,0.85,0.02,4.67,,0,0,2.53,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,AFR,2,1996,Survey,1,,A,463,,1.08,0.35,2.5,,0.22,0.01,1.2,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,1,2001,Survey,1,,A,611,,0.33,0.04,1.18,,0.82,0.27,1.91,,,,,,,,,,,,,,,,,,
San Marino,SMR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,1,2011,Survey,1,,A,754,,5.2,2.7,7.7,,3.5,2.4,5,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,1,2013,Surveillance,1,,A,705,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,2,2012,Surveillance,1,,A,716,6,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,3,2011,Surveillance,1,,A,863,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,4,2010,Surveillance,1,,A,811,4,,,,2,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,5,2008,Surveillance,1,,A,923,6,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,6,2007,pre-2010 TME data collection,1,,A,1130,7,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,7,2006,pre-2010 TME data collection,1,,A,990,0,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,EUR,8,2005,Surveillance,1,,A,1112,4,,,,5,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,AMR,1,2020,Surveillance,1,,N,0,,,,,,,,,,,,,,66,6,,,,0,,,,0,,,
Suriname,SUR,AMR,2,2019,Surveillance,1,,A,0,0,,,,,,,,,,,,,78,6,,,,0,,,,0,,,
Suriname,SUR,AMR,3,2018,Surveillance,1,,A,0,0,,,,,,,,,,,,,97,12,,,,0,,,,0,,,
Suriname,SUR,AMR,4,2016,Surveillance,1,,A,,,,,,,,,,66,4,,,,,,,,,,,,,,,,
Suriname,SUR,AMR,5,2015,Surveillance,1,,A,,,,,,,,,,71,7,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,1,2020,Surveillance,1,,A,51,0,,,,,,,,,,,,,51,0,,,,0,,,,0,,,
Slovakia,SVK,EUR,2,2019,Surveillance,1,,A,79,1,,,,,,,,,,,,,79,1,,,,2,,,,1,,,
Slovakia,SVK,EUR,3,2018,Surveillance,1,,A,116,0,,,,,,,,,,,,,116,1,,,,0,,,,1,,,
Slovakia,SVK,EUR,4,2017,Surveillance,1,,A,98,4,,,,,,,,,,,,,98,4,,,,8,,,,4,,,
Slovakia,SVK,EUR,5,2012,Surveillance,1,,A,142,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,6,2011,Surveillance,1,,A,147,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,7,2010,Surveillance,1,,A,185,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,8,2009,Surveillance,1,,A,191,0,,,,1,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,9,2007,pre-2010 TME data collection,1,,A,343,3,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,10,2006,pre-2010 TME data collection,1,,A,340,3,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,11,2005,Surveillance,1,,A,248,4,,,,3,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,12,2004,Surveillance,1,,A,292,1,,,,3,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,13,2003,Surveillance,1,,A,350,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,14,2002,Surveillance,1,,A,407,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,15,2001,Surveillance,1,,A,464,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,16,2000,Surveillance,1,,A,465,5,,,,2,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,17,1999,Surveillance,1,,A,456,3,,,,2,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,EUR,18,1998,Surveillance,1,,A,589,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,1,2020,Surveillance,1,,A,57,0,,,,,,,,,,,,,57,1,,,,1,,,,1,,,
Slovenia,SVN,EUR,2,2019,Surveillance,1,,A,78,0,,,,,,,,,,,,,78,0,,,,1,,,,0,,,
Slovenia,SVN,EUR,3,2018,Surveillance,1,,A,70,0,,,,,,,,,,,,,70,0,,,,0,,,,0,,,
Slovenia,SVN,EUR,4,2016,Surveillance,1,,A,93,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,5,2015,Surveillance,1,,A,88,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,6,2014,Surveillance,1,,A,89,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,7,2013,Surveillance,1,,A,100,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,8,2012,Surveillance,1,,A,114,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,9,2011,Surveillance,1,,A,171,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,10,2010,Surveillance,1,,A,146,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,11,2009,Surveillance,1,,A,167,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,12,2008,Surveillance,1,,A,182,1,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,13,2007,pre-2010 TME data collection,1,,A,174,0,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,14,2006,pre-2010 TME data collection,1,,A,176,1,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,15,2005,Surveillance,1,,A,217,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,16,2004,Surveillance,1,,A,202,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,17,2003,Surveillance,1,,A,226,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,18,2002,Surveillance,1,,A,262,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,19,2001,Surveillance,1,,A,281,3,,,,1,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,20,2000,Surveillance,1,,A,282,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,21,1999,Surveillance,1,,A,304,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,EUR,22,1997,Surveillance,1,,A,290,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,1,2020,Surveillance,1,,A,169,4,,,,,,,,,,,,,169,4,,,,15,,,,4,,,
Sweden,SWE,EUR,2,2019,Surveillance,1,,N,234,4,,,,,,,,,,,,,234,5,,,,21,,,,5,,,
Sweden,SWE,EUR,3,2018,Surveillance,1,,A,278,5,,,,,,,,,,,,,279,6,,,,41,,,,5,,,
Sweden,SWE,EUR,4,2017,Surveillance,1,,A,252,8,,,,,,,,,,,,,252,8,,,,28,,,,8,,,
Sweden,SWE,EUR,5,2015,Surveillance,1,,A,428,14,,,,3,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,6,2014,Surveillance,1,,A,300,9,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,7,2013,Surveillance,1,,A,276,5,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,8,2012,Surveillance,1,,A,453,11,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,9,2011,Surveillance,1,,A,375,9,,,,2,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,10,2010,Surveillance,1,,A,439,11,,,,2,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,11,2009,Surveillance,1,,A,425,8,,,,0,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,12,2008,Surveillance,1,,A,349,7,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,13,2007,pre-2010 TME data collection,1,,A,346,12,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,14,2006,pre-2010 TME data collection,1,,A,377,2,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,15,2005,Surveillance,1,,A,425,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,16,2004,Surveillance,1,,A,347,5,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,17,2003,Surveillance,1,,A,322,6,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,18,2002,Surveillance,1,,A,319,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,19,2001,Surveillance,1,,A,338,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,20,2000,Surveillance,1,,A,322,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,21,1999,Surveillance,1,,A,377,3,,,,2,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,EUR,22,1997,Surveillance,1,,A,356,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,AFR,1,2018,Survey,1,,A,635,,6.5,4.7,8.7,,,,,,,,,,1195,,8.6,6.7,10.8,,11.2,8.8,13.9,,7.9,5.9,10.2
Eswatini,SWZ,AFR,2,2017,Surveillance,1,,A,1860,32,,,,,,,,,,,,,1860,114,,,,32,,,,85,,,
Eswatini,SWZ,AFR,3,2009,Survey,1,,A,352,,7.7,4.9,10.5,,0.3,0,8.4,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,AFR,4,1995,Survey,1,,A,334,,0.9,0.19,2.6,,0,0,0.89,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,1,2020,Surveillance,1,,N,7,0,,,,,,,,,,,,,7,0,,,,7,,,,0,,,
Seychelles,SYC,AFR,2,2019,Surveillance,1,,A,0,0,,,,,,,,,,,,,9,0,,,,0,,,,0,,,
