iso3,scenario,hiv,measure,date,best,lo,hi
AGO,Baseline,a,inc,2020-01-01,26.9364397836926,24.5489811230536,35.8496378750517
AGO,Baseline,a,inc,2020-02-01,26.9410561457541,24.5618510683022,35.8569986979476
AGO,Baseline,a,inc,2020-03-01,26.9454339821646,24.5742546842336,35.8641575537609
AGO,Baseline,a,inc,2020-04-01,26.9495718741943,24.5861919580222,35.8711131193105
AGO,Baseline,a,inc,2020-05-01,26.9534693906309,24.5976617293338,35.877864492551
AGO,Baseline,a,inc,2020-06-01,26.9571252506345,24.6086638395408,35.8844105870956
AGO,Baseline,a,inc,2020-07-01,26.9605397073534,24.6191978140751,35.8907504269776
AGO,Baseline,a,inc,2020-08-01,26.963710913952,24.629263353408,35.8968827019443
AGO,Baseline,a,inc,2020-09-01,26.966639965126,24.6388604450598,35.902806971274
AGO,Baseline,a,inc,2020-10-01,26.9693257585071,24.6479888531682,35.9085223089084
AGO,Baseline,a,inc,2020-11-01,26.9717680593851,24.6566487538918,35.9140273384388
AGO,Baseline,a,inc,2020-12-01,26.9739675677746,24.6648403125085,35.9193220362641
AGO,Baseline,a,inc,2021-01-01,26.9759237767078,24.6725636611868,35.9244055528295
AGO,Baseline,a,inc,2021-02-01,26.9776366380276,24.6798193241096,35.9292765913145
AGO,Baseline,a,inc,2021-03-01,26.9791072289621,24.6866076851504,35.9339353622522
AGO,Baseline,a,inc,2021-04-01,26.9803350942425,24.6929294094833,35.9383810693032
AGO,Baseline,a,inc,2021-05-01,26.9813204145612,24.6987851770105,35.9426126389002
AGO,Baseline,a,inc,2021-06-01,26.9820649538042,24.7041758087649,35.9466303816714
AGO,Baseline,a,inc,2021-07-01,26.9825675863593,24.7091022517089,35.9504335553876
AGO,Baseline,a,inc,2021-08-01,26.9828294920644,24.7135654958823,35.9540213380702
AGO,Baseline,a,inc,2021-09-01,26.9828521486774,24.7175667174755,35.9573941409775
AGO,Baseline,a,inc,2021-10-01,26.982634770447,24.7211071177724,35.96055127043
AGO,Baseline,a,inc,2021-11-01,26.9821791414157,24.7241880464448,35.9634920939314
AGO,Baseline,a,inc,2021-12-01,26.9814862218162,24.7268109387889,35.9662170668083
AGO,Baseline,a,inc,2022-01-01,26.9805557235141,24.728977322733,35.9687257884671
AGO,Baseline,a,inc,2022-02-01,26.9793895422425,24.7306888354182,35.9710179397973
AGO,Baseline,a,inc,2022-03-01,26.9779888911481,24.7319471925494,35.9730935665818
AGO,Baseline,a,inc,2022-04-01,26.9763535920182,24.7327542191406,35.9749527254502
AGO,Baseline,a,inc,2022-05-01,26.9744855258725,24.7331117760728,35.9765953138165
AGO,Baseline,a,inc,2022-06-01,26.9723861987751,24.7330219353099,35.9780214105794
AGO,Baseline,a,inc,2022-07-01,26.9700556801043,24.7324867819589,35.9792310565232
AGO,Baseline,a,inc,2022-08-01,26.9674957065078,24.7315083213677,35.98022441551
AGO,Baseline,a,inc,2022-09-01,26.9647078047303,24.730088996398,35.9810016689403
AGO,Baseline,a,inc,2022-10-01,26.9616927304151,24.728231109957,35.9815629994926
AGO,Baseline,a,inc,2022-11-01,26.9584518374963,24.7259369458772,35.9819085766266
AGO,Baseline,a,inc,2022-12-01,26.9549867405456,24.7232090458716,35.9820387792411
AGO,Baseline,a,inc,2023-01-01,26.9512987607737,24.7200500552149,35.9819538857049
AGO,Baseline,a,inc,2023-02-01,26.9473889021714,24.716462524747,35.981654243031
AGO,Baseline,a,inc,2023-03-01,26.9432589291919,24.7124490652024,35.9811402530643
AGO,Baseline,a,inc,2023-04-01,26.9389105516059,24.7080126163843,35.980412351394
AGO,Baseline,a,inc,2023-05-01,26.9343445877229,24.7031559792823,35.9794710069638
AGO,Baseline,a,inc,2023-06-01,26.9295628446452,24.6978818870518,35.9783167223464
AGO,Baseline,a,inc,2023-07-01,26.924567240676,24.6921935171866,35.9769500532544
AGO,Baseline,a,inc,2023-08-01,26.9193588134155,24.6860938291128,35.9753715740358
AGO,Baseline,a,inc,2023-09-01,26.9139393870781,24.6795857947369,35.9735818801293
AGO,Baseline,a,inc,2023-10-01,26.9083105512042,24.6726726893761,35.9715816367593
AGO,Baseline,a,inc,2023-11-01,26.9024739158738,24.6653577314619,35.9693715284949
AGO,Baseline,a,inc,2023-12-01,26.8964311940541,24.6576440301539,35.9669522705165
AGO,Baseline,a,inc,2024-01-01,26.8901840822052,24.6495349399954,35.9643245309772
AGO,Baseline,a,inc,2024-02-01,26.8837341800737,24.641033917644,35.9614892230642
AGO,Baseline,a,inc,2024-03-01,26.8770832397642,24.6321443019727,35.958447123572
AGO,Baseline,a,inc,2024-04-01,26.8702330934806,24.622869376668,35.955199053891
AGO,Baseline,a,inc,2024-05-01,26.863185467468,24.6132128760011,35.9517457791152
AGO,Baseline,a,inc,2024-06-01,26.8559419965079,24.6031782961439,35.948088358306
AGO,Baseline,a,inc,2024-07-01,26.8485046231869,24.5927690068847,35.9442277177951
AGO,Baseline,a,inc,2024-08-01,26.8408751275624,24.5819888105719,35.9401648072882
AGO,Baseline,a,inc,2024-09-01,26.833055272178,24.5708413607388,35.9359005480217
AGO,Baseline,a,inc,2024-10-01,26.8250469307939,24.5593302978214,35.9314359647905
AGO,Baseline,a,inc,2024-11-01,26.8168519852964,24.5474592932287,35.9267721858312
AGO,Baseline,a,inc,2024-12-01,26.8084722962148,24.5352321759892,35.9219102571385
AGO,Disruption,a,inc,2020-01-01,26.9364396496509,24.5489815578777,35.8496377623029
AGO,Disruption,a,inc,2020-02-01,26.9410561085739,24.5618505104042,35.8569985597829
AGO,Disruption,a,inc,2020-03-01,26.9454336341833,24.574254788248,35.8641574145562
AGO,Disruption,a,inc,2020-04-01,26.9499127247515,24.5869813832886,35.8713463707621
AGO,Disruption,a,inc,2020-05-01,26.6753249516465,24.1921319607811,35.5013585503316
AGO,Disruption,a,inc,2020-06-01,26.6207031795105,24.1919851937328,35.4238301431101
AGO,Disruption,a,inc,2020-07-01,26.6669909608464,24.3160111593965,35.4787717713698
AGO,Disruption,a,inc,2020-08-01,26.7151494339668,24.4176896387385,35.5336059348406
AGO,Disruption,a,inc,2020-09-01,26.7649130805358,24.5061206068586,35.5884434181022
AGO,Disruption,a,inc,2020-10-01,26.8165544304164,24.587250783056,35.6437016078689
AGO,Disruption,a,inc,2020-11-01,26.8754247148622,24.6733947001154,35.7032402403822
AGO,Disruption,a,inc,2020-12-01,26.946141636616,24.7745520410364,35.7705876278259
AGO,Disruption,a,inc,2021-01-01,27.0286307628112,24.8895263930675,35.8461082467479
AGO,Disruption,a,inc,2021-02-01,27.1312515889762,25.0333541423019,35.9357313964797
AGO,Disruption,a,inc,2021-03-01,27.2614503064575,25.2166423830001,36.044971817321
AGO,Disruption,a,inc,2021-04-01,27.415171201774,25.4279789199127,36.1717111847374
AGO,Disruption,a,inc,2021-05-01,27.5687643101092,25.6216908755855,36.3007430691498
AGO,Disruption,a,inc,2021-06-01,27.70164867272,25.7665507119543,36.4179410052075
AGO,Disruption,a,inc,2021-07-01,27.8143492407714,25.8732243150907,36.5225987216404
AGO,Disruption,a,inc,2021-08-01,27.9092437511751,25.9520700494177,36.6154604825407
AGO,Disruption,a,inc,2021-09-01,27.9884985720741,26.0102965883391,36.6973561811989
AGO,Disruption,a,inc,2021-10-01,28.0540666777002,26.0529983864415,36.7691503527418
AGO,Disruption,a,inc,2021-11-01,28.1076977698771,26.0838220356922,36.8317088944811
AGO,Disruption,a,inc,2021-12-01,28.1509472894937,26.1054114210619,36.8858747255844
AGO,Disruption,a,inc,2022-01-01,28.1851888406922,26.1197177802085,36.9324523481473
AGO,Disruption,a,inc,2022-02-01,28.2116323841201,26.1281988562563,36.9721961991141
AGO,Disruption,a,inc,2022-03-01,28.2313365446864,26.1319615304583,37.0058078307544
AGO,Disruption,a,inc,2022-04-01,28.2452258418036,26.13185885724,37.0339319160793
AGO,Disruption,a,inc,2022-05-01,28.2541042202437,26.1285573521531,37.0571573264696
AGO,Disruption,a,inc,2022-06-01,28.2586690885223,26.1225844822443,37.0760173140799
AGO,Disruption,a,inc,2022-07-01,28.2595240019921,26.114362786779,37.0909934835845
AGO,Disruption,a,inc,2022-08-01,28.2571899335644,26.1042345378442,37.1025185962639
AGO,Disruption,a,inc,2022-09-01,28.2521158169832,26.0924793653695,37.1109791774417
AGO,Disruption,a,inc,2022-10-01,28.2446877529063,26.0793276872027,37.1167206467339
AGO,Disruption,a,inc,2022-11-01,28.235237248692,26.0649707492943,37.1200499951029
AGO,Disruption,a,inc,2022-12-01,28.2240487297993,26.0495684317458,37.1212396881904
AGO,Disruption,a,inc,2023-01-01,28.2113656169809,26.0332540368848,37.1205309942185
AGO,Disruption,a,inc,2023-02-01,28.1973964301441,26.0161413880219,37.1181373210409
AGO,Disruption,a,inc,2023-03-01,28.1823190899891,25.9983249767862,37.1142469830059
AGO,Disruption,a,inc,2023-04-01,28.1662858652915,25.9798862727442,37.1090258013328
AGO,Disruption,a,inc,2023-05-01,28.1494262347739,25.9608939725526,37.1026203997637
AGO,Disruption,a,inc,2023-06-01,28.1318513607734,25.9414067116668,37.0951588146392
AGO,Disruption,a,inc,2023-07-01,28.1136554281768,25.9214746315121,37.086754795516
AGO,Disruption,a,inc,2023-08-01,28.0949187528125,25.9011404717418,37.0775070540162
AGO,Disruption,a,inc,2023-09-01,28.0757103230198,25.8755350122907,37.0675035030179
AGO,Disruption,a,inc,2023-10-01,28.0560884247133,25.8492896135183,37.0568199894264
AGO,Disruption,a,inc,2023-11-01,28.0361029515083,25.8227197991786,37.0455243663414
AGO,Disruption,a,inc,2023-12-01,28.0157958219402,25.7958501991781,37.0336755230325
AGO,Disruption,a,inc,2024-01-01,27.9952046533904,25.7687018463095,37.0213250467583
AGO,Disruption,a,inc,2024-02-01,27.9743591116801,25.7412926871272,37.0085181551097
AGO,Disruption,a,inc,2024-03-01,27.9532866139897,25.713637658908,36.9952956900061
AGO,Disruption,a,inc,2024-04-01,27.932009077029,25.6857505593706,36.9816918233096
AGO,Disruption,a,inc,2024-05-01,27.9105472209451,25.6576435211717,36.9677376065377
AGO,Disruption,a,inc,2024-06-01,27.8889162219555,25.6293240326732,36.953460503149
AGO,Disruption,a,inc,2024-07-01,27.8671314592697,25.600804581214,36.9388843340083
AGO,Disruption,a,inc,2024-08-01,27.8452058088288,25.5720883501732,36.9240296603044
AGO,Disruption,a,inc,2024-09-01,27.823149447628,25.5431867983712,36.9089154090221
AGO,Disruption,a,inc,2024-10-01,27.8009714429845,25.5141017158529,36.8935583493384
AGO,Disruption,a,inc,2024-11-01,27.7786813191818,25.4848420279639,36.877972969937
AGO,Disruption,a,inc,2024-12-01,27.7562856127115,25.4554112329782,36.862172187385
AGO,Baseline,pos,inc,2020-01-01,26.9364397836926,24.5489811230536,35.8496378750517
AGO,Baseline,pos,inc,2020-02-01,26.9410561457541,24.5618510683022,35.8569986979476
AGO,Baseline,pos,inc,2020-03-01,26.9454339821646,24.5742546842336,35.8641575537609
AGO,Baseline,pos,inc,2020-04-01,26.9495718741943,24.5861919580222,35.8711131193105
AGO,Baseline,pos,inc,2020-05-01,26.9534693906309,24.5976617293338,35.877864492551
AGO,Baseline,pos,inc,2020-06-01,26.9571252506345,24.6086638395408,35.8844105870956
AGO,Baseline,pos,inc,2020-07-01,26.9605397073534,24.6191978140751,35.8907504269776
AGO,Baseline,pos,inc,2020-08-01,26.963710913952,24.629263353408,35.8968827019443
AGO,Baseline,pos,inc,2020-09-01,26.966639965126,24.6388604450598,35.902806971274
AGO,Baseline,pos,inc,2020-10-01,26.9693257585071,24.6479888531682,35.9085223089084
AGO,Baseline,pos,inc,2020-11-01,26.9717680593851,24.6566487538918,35.9140273384388
AGO,Baseline,pos,inc,2020-12-01,26.9739675677746,24.6648403125085,35.9193220362641
AGO,Baseline,pos,inc,2021-01-01,26.9759237767078,24.6725636611868,35.9244055528295
AGO,Baseline,pos,inc,2021-02-01,26.9776366380276,24.6798193241096,35.9292765913145
AGO,Baseline,pos,inc,2021-03-01,26.9791072289621,24.6866076851504,35.9339353622522
AGO,Baseline,pos,inc,2021-04-01,26.9803350942425,24.6929294094833,35.9383810693032
AGO,Baseline,pos,inc,2021-05-01,26.9813204145612,24.6987851770105,35.9426126389002
AGO,Baseline,pos,inc,2021-06-01,26.9820649538042,24.7041758087649,35.9466303816714
AGO,Baseline,pos,inc,2021-07-01,26.9825675863593,24.7091022517089,35.9504335553876
AGO,Baseline,pos,inc,2021-08-01,26.9828294920644,24.7135654958823,35.9540213380702
AGO,Baseline,pos,inc,2021-09-01,26.9828521486774,24.7175667174755,35.9573941409775
AGO,Baseline,pos,inc,2021-10-01,26.982634770447,24.7211071177724,35.96055127043
AGO,Baseline,pos,inc,2021-11-01,26.9821791414157,24.7241880464448,35.9634920939314
AGO,Baseline,pos,inc,2021-12-01,26.9814862218162,24.7268109387889,35.9662170668083
AGO,Baseline,pos,inc,2022-01-01,26.9805557235141,24.728977322733,35.9687257884671
AGO,Baseline,pos,inc,2022-02-01,26.9793895422425,24.7306888354182,35.9710179397973
AGO,Baseline,pos,inc,2022-03-01,26.9779888911481,24.7319471925494,35.9730935665818
AGO,Baseline,pos,inc,2022-04-01,26.9763535920182,24.7327542191406,35.9749527254502
AGO,Baseline,pos,inc,2022-05-01,26.9744855258725,24.7331117760728,35.9765953138165
AGO,Baseline,pos,inc,2022-06-01,26.9723861987751,24.7330219353099,35.9780214105794
AGO,Baseline,pos,inc,2022-07-01,26.9700556801043,24.7324867819589,35.9792310565232
AGO,Baseline,pos,inc,2022-08-01,26.9674957065078,24.7315083213677,35.98022441551
AGO,Baseline,pos,inc,2022-09-01,26.9647078047303,24.730088996398,35.9810016689403
AGO,Baseline,pos,inc,2022-10-01,26.9616927304151,24.728231109957,35.9815629994926
AGO,Baseline,pos,inc,2022-11-01,26.9584518374963,24.7259369458772,35.9819085766266
AGO,Baseline,pos,inc,2022-12-01,26.9549867405456,24.7232090458716,35.9820387792411
AGO,Baseline,pos,inc,2023-01-01,26.9512987607737,24.7200500552149,35.9819538857049
AGO,Baseline,pos,inc,2023-02-01,26.9473889021714,24.716462524747,35.981654243031
AGO,Baseline,pos,inc,2023-03-01,26.9432589291919,24.7124490652024,35.9811402530643
AGO,Baseline,pos,inc,2023-04-01,26.9389105516059,24.7080126163843,35.980412351394
AGO,Baseline,pos,inc,2023-05-01,26.9343445877229,24.7031559792823,35.9794710069638
AGO,Baseline,pos,inc,2023-06-01,26.9295628446452,24.6978818870518,35.9783167223464
AGO,Baseline,pos,inc,2023-07-01,26.924567240676,24.6921935171866,35.9769500532544
AGO,Baseline,pos,inc,2023-08-01,26.9193588134155,24.6860938291128,35.9753715740358
AGO,Baseline,pos,inc,2023-09-01,26.9139393870781,24.6795857947369,35.9735818801293
AGO,Baseline,pos,inc,2023-10-01,26.9083105512042,24.6726726893761,35.9715816367593
AGO,Baseline,pos,inc,2023-11-01,26.9024739158738,24.6653577314619,35.9693715284949
