year,inc.num,inc.lo.num,inc.hi.num,pop,inc,inc.lo,inc.hi,inc.sd,inc.h.num,inc.h.lo.num,inc.h.hi.num,inc.h,inc.h.lo,inc.h.hi,inc.h.sd,mort.nh.num,mort.nh.lo.num,mort.nh.hi.num,mort.nh,mort.nh.lo,mort.nh.hi,mort.nh.sd,mort.h.num,mort.h.lo.num,mort.h.hi.num,mort.h,mort.h.lo,mort.h.hi,mort.h.sd,mort.num,mort.lo.num,mort.hi.num,mort,mort.lo,mort.hi,mort.sd,tbhiv,tbhiv.lo,tbhiv.hi,tbhiv.sd,c.newinc,newinc
2000,8943620.74538129,6413378.48395178,11886900.6617034,3735656558,239.412285538624,171.680088476479,318.201110759159,37.4586304854394,1471833.71805915,956974.448660818,2095694.58718577,39.3995993798514,25.6173027097856,56.0997659888671,7.80292283338815,1469859.48597056,1368175.02241806,1575135.48530592,39.3467510503025,36.6247539401898,42.1648901832995,1.4134860604367,561175.589384613,424335.911810839,716842.814813373,15.0221408384784,11.3590718317537,19.1892055301025,2.00062209253153,2031035.07535517,1855617.28287709,2214257.45407173,54.3688918887809,49.6731231596556,59.2735820248209,2.44957784121553,0.168596613149345,0.0954814725087953,0.257320503417364,0.041535764304839,2741908,73.3982890940051
2001,9080546.33015771,6530688.60984376,12042978.7325536,3789329165,239.634667107567,172.344188785821,317.812948101424,37.1883299180768,1377848.29569667,913497.260499435,1936067.56497564,36.3612722912307,24.1070970803202,51.0926203734965,6.90588698872374,1467504.39815898,1368780.1647087,1569616.17180024,38.7272874500725,36.121965263704,41.4220064674755,1.35222080060443,551594.216868353,417630.097352626,703905.255075184,14.5565136426556,11.0212145519067,18.57598599712,1.93024048660657,2019098.61502734,1847831.86473725,2197842.86997804,53.2838010927281,48.7640894806575,58.0008432700526,2.356762489035,0.155390571251271,0.0898026520758088,0.234869753128998,0.0372154400059094,2814026,74.2618515697092
2002,9213338.31281045,6648387.86450946,12189101.6027211,3842687266,239.762897031196,173.014023892452,317.202539758308,36.8595994185546,1318863.14575761,883342.532165513,1840247.63335369,34.3213760179465,22.98762483175,47.8896018844978,6.37179766812902,1455088.28716455,1358729.32232497,1554700.19475121,37.8664248854996,35.358831678731,40.4586709021876,1.30113807465602,517813.596099002,391405.573527381,661636.725325263,13.4752989315733,10.185725416443,17.218073694922,1.7967923103966,1972901.88326355,1809334.24377389,2143442.59878954,51.3417238170729,47.0851286749986,55.77978249114,2.21842802362843,0.14653029272251,0.0856847716574591,0.220215903763712,0.0345041935195663,3041731,79.1563504767395
2003,9339995.72975769,6765856.67480596,12321548.9838996,3895823389,239.74381785708,173.669491638394,316.275861444078,36.4535139509651,1302401.13380101,870479.322715428,1819925.43228084,33.4307026719534,22.3439113069976,46.7147827445018,6.23607938345766,1427969.36020931,1335071.90646015,1523945.82449152,36.6538525396514,34.2693128808092,39.1174258256788,1.2369098054535,520578.276738351,392518.990038189,666436.584983405,13.3624711584263,10.0753794729628,17.1064372903842,1.79650895318544,1948547.63694766,1785537.88446447,2118572.42813745,50.0163236980777,45.832105467255,54.3806075531894,2.18114426063534,0.142667343592474,0.0835186580105985,0.214365534318369,0.0335581088511308,3369103,86.4798699425848
2004,9429293.48090444,6859972.24358661,12399857.5860948,3948851459,238.78572235007,173.720696126762,314.011750374499,35.8598925370478,1302745.43596186,862640.955787113,1832086.63749889,32.9904897534881,21.8453635124975,46.3954305833231,6.28273420582316,1380843.61582934,1291656.27852764,1472965.12918803,34.9682339324817,32.7096699366539,37.3011024719842,1.17142066192134,514609.66234034,389023.377369412,657491.645557416,13.0318819961554,9.85155763412603,16.6501994917762,1.73707757863644,1895453.27816968,1736742.11755035,2061001.07253485,48.0001159286371,43.9809432079819,52.1924183255243,2.09515271075348,0.141275276798049,0.0822871829521755,0.212926989354911,0.0335077188638764,3788801,95.9469111294318
2005,9474443.88576287,6928543.31565181,12411489.0037668,4001864200,236.750759452629,173.132894305904,310.142683096713,35.0191077800637,1344408.78774693,882862.968189426,1901421.32080173,33.5945629476114,22.0612925393477,47.5133894049112,6.51433044257219,1361370.20303477,1275672.1011374,1449813.81857639,34.0184008001764,31.8769462776224,36.2284611900721,1.11020446959672,550009.244970212,416200.639848384,702179.88885256,13.7438258142346,10.4001689974483,17.5463197589903,1.8258484667686,1911379.44800499,1747423.62816295,2082578.3010019,47.762226614411,43.66524051873,52.0402041878858,2.13688478583048,0.145003033320289,0.0840895230214204,0.219002939839195,0.0346069854696233,4044890,101.075143929172
2006,9497483.44743223,6994072.88875355,12376951.196769,4054885545,234.223218930147,172.485087708032,305.235525378287,33.9277816149873,1390855.07032969,910719.024040596,1970985.91892413,34.3007232853891,22.4597960641228,48.607683177507,6.69268688707044,1324964.2481848,1244078.90838303,1408360.13785855,32.675749623034,30.6809870359247,34.7324264083156,1.03364018629976,559826.57591882,428416.406315822,708543.720563796,13.8062238676288,10.5654377062281,17.4738278725891,1.76489903860353,1884790.82410362,1725723.47065517,2050766.92165374,46.4819734906628,42.5591166878465,50.5752110360428,2.04530698214167,0.149517319874563,0.0868121690928884,0.225547590956817,0.0355873057654412,4327205,106.715835798024
2007,9481264.13618463,7040186.8212761,12279140.3906571,4107930573,230.803904002217,171.380375012879,298.913045691756,32.5912818444168,1327957.51139643,885969.162832248,1857934.03162349,32.3266785501351,21.5672866687528,45.227980332361,6.0545052563266,1306581.92007667,1228791.3293781,1386725.46808687,31.8063291688613,29.9126605852232,33.7572761623902,0.980869141474968,544966.389254223,430788.655225895,672361.192644083,13.2662025214374,10.4867559850529,16.3673942559614,1.50187497394698,1851548.30933089,1709918.22288102,1998730.61006962,45.0725316902987,41.6248082214369,48.6554135848007,1.79380397760349,0.14285399521987,0.0847934308998998,0.212919204144759,0.0328525348761675,4511890,109.83364786287
2008,9453142.22362451,7112160.08427476,12121224.1755346,4161067079,227.18072177525,170.921543662881,291.300859741189,30.7589065659747,1360381.45159105,954217.521411443,1837409.73288289,32.6930911173385,22.9320389048081,44.1571764645636,5.4277295929367,1271283.17726974,1197665.21258343,1347065.1572701,30.5518549240801,28.7826461300705,32.3730699768923,0.916013523248355,523275.859997682,414178.780890445,644932.469858218,12.5755208955544,9.9536674854562,15.4992086792605,1.41627699837696,1794559.03726742,1659617.24182137,1934697.64683502,43.1273758196346,39.8844145098524,46.4952285099901,1.68668945301307,0.146545910260044,0.0914966705060913,0.211830020745379,0.0308293510045467,4657768,111.936864068035
2009,9442258.81173527,7184168.25651753,12003448.6978808,4214368902,224.04917631331,170.468424183468,284.821973989613,29.2158359101112,1356937.95240652,978508.116799699,1796249.02847312,32.1978921152955,23.2183783516277,42.622016967254,4.96027922053358,1246710.3710347,1174057.07877965,1321513.31044313,29.5823740167371,27.8584316200341,31.3573239830993,0.892662294151469,510413.780892745,406978.729090325,625382.684763606,12.1112743749253,9.65693176259882,14.8392962103251,1.32343926229947,1757124.15192744,1627720.75783343,1891404.43675109,41.6936483916623,38.6231199898275,44.8798973401093,1.59635129354272,0.146152662292438,0.0940607776406507,0.207328665447445,0.0290054591359288,4748453,112.67293182964
