g.whoregion,year,inc.num,inc.lo.num,inc.hi.num,pop,inc,inc.lo,inc.hi,inc.sd,inc.nh.num,inc.nh.lo.num,inc.nh.hi.num,inc.nh,inc.nh.lo,inc.nh.hi,inc.nh.sd,inc.h.num,inc.h.lo.num,inc.h.hi.num,inc.h,inc.h.lo,inc.h.hi,inc.h.sd,mort.nh.num,mort.nh.lo.num,mort.nh.hi.num,mort.nh,mort.nh.lo,mort.nh.hi,mort.nh.sd,mort.h.num,mort.h.lo.num,mort.h.hi.num,mort.h,mort.h.lo,mort.h.hi,mort.h.sd,mort.num,mort.lo.num,mort.hi.num,mort,mort.lo,mort.hi,mort.sd,tbhiv,tbhiv.lo,tbhiv.hi,tbhiv.sd,c.newinc,newinc,cfr,cfr.lo,cfr.hi,cfr.sd
AMR,2000,299495.448436299,268116.263914834,332585.385087192,833080431,35.9503641295229,32.1837188748986,39.9223619606534,1.9747024148185,259458.873109179,231103.240063466,289431.055795365,31.3290622339091,27.9051847548868,34.9481343643369,1.79722246899329,39652.2948066261,28497.0812513267,52621.2921446749,4.78792340700317,3.44095702455279,6.35390000994694,0.744684188611077,27965.8124868139,25811.0147243293,30205.7616784548,3.35691626476506,3.09826203615738,3.6257917668522,0.134595362144831,9878.62992264543,6744.29374430312,13601.6786932772,1.18579545924365,0.809560937136347,1.63269693863175,0.210566353171269,37844.4424094593,33873.4575917275,42032.3317203446,4.54271172400871,4.06604888690844,5.04541100189936,0.24990818433726,0.133583328029724,0.0935403679158773,0.179431986787007,0.0219680568702275,238636,28.6450132688329,0.126741908503618,0.108116316550889,0.146601194191635,0.00982333535867001
AMR,2001,290154.91130606,261556.312611019,320215.366366994,843636757,34.3933462948984,31.0034277715829,37.9565451256166,1.77420108849939,255822.034286427,229965.692802172,283035.582988111,30.5017443010756,27.4188843014909,33.7464245583449,1.6145948597315,33973.8135442366,24226.2771340296,45343.6571564284,4.0507088318221,2.88850689726679,5.4063389813893,0.643735041031425,26955.97913646,25130.2975176876,28844.7672677348,3.1952115543562,2.97880542889712,3.41909797414562,0.112333769843917,8957.66001828128,5984.82477185206,12520.4310030451,1.06179110191156,0.709407777955798,1.48410212086635,0.198231658339204,35913.6391547412,32244.5470978318,39777.5737448322,4.25700265626776,3.82208892989614,4.71501193076065,0.227847901494083,0.118089354540446,0.0823176410267001,0.159253935243491,0.0196782268586391,230523,27.3249118281365,0.124103389512076,0.106634299396705,0.142682156615504,0.00920082590041877
AMR,2002,292115.606241163,263073.97894513,322655.306782586,853827304,34.2124929564402,30.8111462016598,37.7892936043406,1.78059534792251,261314.529548889,234826.325960821,289197.362937277,30.7829515790926,27.6626310600757,34.0675600222755,1.634344492754,30421.5560235578,21270.524648945,41184.115660585,3.58367094110866,2.50567594331899,4.85150458490045,0.599903242151329,25762.7357822828,24053.3201477834,27529.9970836563,3.01732395551066,2.8171177046106,3.22430507371737,0.103887040154669,7843.26371841799,5212.74379747889,11002.5968218669,0.918600714883907,0.610515003802091,1.28862086868411,0.173528733518246,33605.9995007008,30306.2286983688,37073.8237453862,3.93592467039457,3.54945649505357,4.34207521494138,0.202249198931774,0.105031166183122,0.0718325728777967,0.143608340389674,0.0183625438201836,233742,27.3757935480592,0.115355110704604,0.0993778205026256,0.132343833546642,0.00841404824000943
AMR,2003,293517.843665747,264828.027630636,323661.366278039,863769755,33.9810281578737,30.6595624699357,37.4707917711288,1.73798915765778,264991.010126842,238696.201270067,292639.529901027,30.8394281978245,27.779260725253,34.0571393946835,1.60190814428122,28332.7687660637,19576.4448532623,38682.1599893798,3.29734351210006,2.27828998852402,4.50179685325256,0.568706921691201,25097.9363891331,23641.4140167473,26597.3810716224,2.90562806162773,2.73700414721598,3.07922116022949,0.0873087778048658,7100.73064045369,4746.23060387351,9921.96074561395,0.822062893421602,0.549478674889874,1.14868119521202,0.153325253127386,32198.6670295868,29280.4923048277,35253.4640151638,3.72769095504934,3.38984922027371,4.0813496665166,0.176441083448148,0.0972886699246007,0.0658279795807743,0.134052628615342,0.0174563686600971,236327,27.3599531162098,0.109986142958984,0.0954509875967839,0.125403754256499,0.0076445998727024
AMR,2004,293325.972775902,264694.907447876,323405.643952044,873641475,33.5750970128681,30.2978870649286,37.0181193552016,1.71476875483298,265733.552528758,239425.474902529,293392.761216247,30.4487664591651,27.434286337977,33.618064343291,1.577894995233,27516.0822983258,18855.9573744778,37786.8801998402,3.15289791522362,2.16058769017251,4.32976520833163,0.55487010053629,23818.6774767409,22494.1941466221,25180.5130619571,2.7263675269928,2.57476262177481,2.88224789945521,0.0784472606989526,6887.25144219764,4584.74393157547,9650.81037693434,0.788338424775179,0.524785517030939,1.1046648600256,0.148389079579352,30705.9289189386,27898.7308716716,33645.7580881925,3.51470595176798,3.19338443400613,3.85120888270472,0.167849014443269,0.09415079211794,0.0632009776741228,0.130448290666897,0.0172080910831197,236879,27.1139828841116,0.10495498373823,0.0910423384812859,0.119721499001778,0.00731955734584311
AMR,2005,286015.358449131,258872.943018268,314491.008958948,883568438,32.3704815776966,29.2985729101233,35.5932823574837,1.60616955155643,259386.405853663,234508.204159013,285500.38319179,29.3848736151991,26.5665192370474,32.3432241931548,1.47400158601433,26565.7620695114,18045.1311137182,36707.9893174437,3.00953150699983,2.04426247937396,4.15850484997933,0.540880231413313,22759.0283774987,21543.8525631447,24007.0719055046,2.5758082111913,2.43827774245878,2.71705856309736,0.0711236201495833,6868.24140321609,4515.07426509418,9707.11065343539,0.777329871442973,0.511004475817886,1.09862578108923,0.150396339039261,29627.2697807148,26815.8920940418,32576.7737337404,3.35313808263427,3.03495359733999,3.68695534298164,0.166365946454178,0.0932003716114595,0.0620783885925491,0.129811156435169,0.0173341627566309,230212,26.0548012014888,0.103841317041931,0.090027982772835,0.118507014887443,0.00726850156876251
AMR,2006,278801.046664564,252553.137654258,306327.524558157,893582992,31.2003528671194,28.2629750023552,34.280814127017,1.53551744272248,251801.9656404,227724.571362727,277071.551888733,28.1974799144076,25.5012267703574,31.0272380097052,1.41003187839963,26944.5786229766,18366.9513160838,37139.8221857417,3.01732836990078,2.05678196159832,4.15901991647954,0.537784263946123,21974.9361705446,20578.4437188537,23416.6229675943,2.45919364706805,2.30291354055379,2.62053140863656,0.0810341733730653,7148.54630287466,4702.63785266206,10098.4565441933,0.799986835791818,0.526267609697529,1.13010841014232,0.154546057222092,29123.4824734193,26147.0934519327,32257.987097693,3.25918048285987,2.92609569407882,3.60995983433993,0.174502209318823,0.0969423848300274,0.064798968271134,0.134673527661998,0.0178815204932675,223230,24.9814513031824,0.104712742488252,0.0902917875828177,0.120055931162762,0.00759675068257794
AMR,2007,274387.287349559,249530.151498225,300407.330234418,903635546,30.3648178255218,27.6140256547882,33.2443020379388,1.43660342858619,248096.903476336,225121.231058325,272172.602899588,27.4767994103106,24.932237452862,30.1431896572116,1.32962204275224,26243.3915607949,18875.339928829,34806.6202969473,2.90646273959231,2.09044902116374,3.85484264676156,0.451057174437206,20923.529063875,19681.3813692837,22203.148281541,2.31548317864368,2.17802204178494,2.4570910672809,0.0711982912631942,6538.93388249635,4910.71893408543,8396.68827930379,0.723625128675089,0.543440212796302,0.92921181736069,0.0985728138759768,27462.4629463713,25350.8057711061,29657.3882421978,3.03910830731877,2.80542370022108,3.28200770470774,0.121596859804136,0.0959323551267231,0.06769989595516,0.128427626283704,0.0155295513689142,219722,24.315333872446,0.100310529852922,0.0884828203923588,0.112783685589085,0.00620151102695078
AMR,2008,275532.665976022,251046.373883336,301141.703617993,913673060,30.1565929913729,27.4766089615618,32.9594596581399,1.39897617147454,248693.93403397,225904.221711384,272562.782838322,27.2404092481123,24.7441638421862,29.8548566500464,1.30403422494152,26777.8482101991,19247.0967276908,35532.5993470398,2.93308136711536,2.10820900693415,3.89202314733724,0.456025439381006,20783.2777655806,19638.3904661484,21960.1420903939,2.27469525757721,2.14938924281607,2.40350110469426,0.0648302653457821,6462.27957360736,4842.43742868334,8312.24103394732,0.707285773929611,0.529996739608732,0.909760985395292,0.097040073854238,27245.5573391879,25195.4684210105,29374.6857348942,2.98198103150682,2.75760220193102,3.21501060071687,0.116703638497009,0.0974710094040507,0.0687779132448596,0.130487541183149,0.0157807013356208,222357,24.3366046055905,0.0990960238687679,0.0876436009224956,0.111161377924605,0.00600158159509848
AMR,2009,269576.062215202,246098.241256206,294107.871067008,923611483,29.1871709238161,26.6452123848493,31.8432453992138,1.32629340586146,246295.158687702,224132.525128037,269487.394546505,26.679326198488,24.2786126265838,29.1915689443304,1.25357094971036,23248.8225373847,16206.6502583901,31541.55542837,2.5183723606688,1.75554611439461,3.41666255465536,0.424816463408436,20181.5080150055,19101.7098580234,21290.5748575469,2.18506464963532,2.06815421956197,2.30514401882409,0.060461753385819,5515.31784653528,4070.70234794073,7175.91935475261,0.597146954975145,0.440737520360683,0.776941331591544,0.0859232841722665,25696.8258615408,23829.8517798553,27633.2064421567,2.78221160461046,2.58007313881083,2.99186475599033,0.105063953787375,0.0864617029436381,0.059256045735661,0.118179826480521,0.0150737505863453,217882,23.5902220804243,0.0955199306667616,0.0847662052337282,0.106836386714345,0.00563206028821912
