iso3,year,measure,hiv,baseline,sd1,disrupt,sd2,ratio,ratio.sd
AGO,2020,inc,a,323.489048399169,9.96387286339085,321.85404450556,9.87986536610834,0.995873794328506,0.0432677785784052
AGO,2020,inc,pos,39.0253877132314,2.61432440123487,38.8744106900515,2.58889464156249,1.00051511428133,0.0940986137950421
AGO,2020,mort,a,49.1892840868089,3.17182785438249,50.2305134400774,3.19722314898057,1.02548202588783,0.0925390713170108
AGO,2020,mort,pos,7.94715235381614,0.431713894204512,8.09116336498428,0.434627592307019,1.0211662492553,0.0777903971560958
AGO,2021,inc,a,323.770937467085,9.93573702158797,332.13172014394,9.50057326163174,1.02670641724673,0.0429861679635731
AGO,2021,inc,pos,39.2429320659578,2.64830333742664,39.8227980597837,2.89612140315617,1.02030320840414,0.100810533130216
AGO,2021,mort,a,49.4494718529468,3.16287006608857,56.0808319570292,3.34807774314235,1.13930276865836,0.0999365230017735
AGO,2021,mort,pos,8.03532281627814,0.434107917658105,9.00469282389837,0.47618908449457,1.12457425105458,0.085610454535959
AGO,2022,inc,a,323.63854997337,9.93914613365716,338.858960404006,9.68209529148776,1.04796612094946,0.0438667736371026
AGO,2022,inc,pos,39.1753120077315,2.66673087945954,40.5689064367729,2.85817963296609,1.04108560889634,0.101696496271469
AGO,2022,mort,a,49.5805245754036,3.15473736918178,53.5877231859713,3.29909418032952,1.08560746385841,0.0960249795090337
AGO,2022,mort,pos,8.08683755482578,0.433698849942535,8.75913635644992,0.475996833875596,1.08688755427177,0.0833113529785932
AGO,2023,inc,a,323.109845678413,9.97146629283708,337.430916300124,9.86302269024586,1.04529569975961,0.0443691252446905
AGO,2023,inc,pos,38.8337188693536,2.67146708786921,40.3691204001754,2.79835931078568,1.04493579974808,0.101704383557633
AGO,2023,mort,a,49.5817630011742,3.1475822080077,52.6175135645377,3.26466859256175,1.06582805879301,0.0944068128790906
AGO,2023,mort,pos,8.0862740089443,0.430849416357775,8.51364978663606,0.462366507274278,1.05629425885593,0.0803934841103507
AGO,2024,inc,a,322.213168294732,10.0292797158162,334.525747989594,10.0129041418587,1.03921510972448,0.0448300667298152
AGO,2024,inc,pos,38.2495431545087,2.66418351596163,39.6947701802001,2.7579173873919,1.04317948228914,0.102228530835098
AGO,2024,mort,a,49.4570683398438,3.14151549409396,51.9425927132626,3.24208059842239,1.05476941724211,0.093674062963461
AGO,2024,mort,pos,8.03634339372381,0.426006469634649,8.36680858673979,0.447677385780577,1.04435217233672,0.0785732106179374
