year,inc.num,inc.lo.num,inc.hi.num,pop,inc,inc.lo,inc.hi,inc.sd,inc.h.num,inc.h.lo.num,inc.h.hi.num,inc.h,inc.h.lo,inc.h.hi,inc.h.sd,mort.nh.num,mort.nh.lo.num,mort.nh.hi.num,mort.nh,mort.nh.lo,mort.nh.hi,mort.nh.sd,mort.h.num,mort.h.lo.num,mort.h.hi.num,mort.h,mort.h.lo,mort.h.hi,mort.h.sd,mort.num,mort.lo.num,mort.hi.num,mort,mort.lo,mort.hi,mort.sd,tbhiv,tbhiv.lo,tbhiv.hi,tbhiv.sd,c.newinc,newinc
2000,8943620.7453813,6413378.48395179,11886900.6617034,3735656558,239.412285538624,171.680088476479,318.20111075916,37.4586304854394,1471213.00143811,956599.404749649,2094768.66901096,39.382983381796,25.6072631382847,56.0749800332945,7.79914472983137,1469859.48597056,1368175.02241806,1575135.48530592,39.3467510503025,36.6247539401898,42.1648901832995,1.4134860604367,561174.633830707,424334.978943289,716841.866799643,15.0221152592022,11.3590468597699,19.1891801526698,2.00062199919209,2031034.11980127,1855616.33452533,2214256.49450278,54.3688663095047,49.6730977731742,59.2735563380659,2.44957776498323,0.168525510878247,0.0954445782708602,0.257209297802061,0.0415166500679777,2741908,73.3982890940051
2001,9080546.33015772,6530688.60984377,12042978.7325536,3789329165,239.634667107568,172.344188785821,317.812948101424,37.1883299180768,1377263.93104697,913128.149457794,1935219.87873754,36.3458509692962,24.0973562785695,51.0702500224084,6.9026530407365,1467504.39815898,1368780.1647087,1569616.17180024,38.7272874500725,36.121965263704,41.4220064674755,1.35222080060443,551593.411832522,417629.310663755,703904.457122872,14.5564923978443,11.0211937912698,18.575964939242,1.93024041909831,2019097.8099915,1847831.06514532,2197842.06212963,53.2837798479168,48.7640683795101,58.0008219510174,2.35676243374424,0.155324667946083,0.0897668056550764,0.234768645685014,0.037198670626469,2814026,74.2618515697092
2002,9213338.31281046,6648387.86450947,12189101.6027211,3842687266,239.762897031196,173.014023892453,317.202539758308,36.8595994185546,1318302.02564706,882972.518943874,1839456.33677882,34.3067737338754,22.9779958092451,47.8690096135142,6.36899187653002,1455088.28716455,1358729.32232497,1554700.19475121,37.8664248854996,35.358831678731,40.4586709021876,1.30113807465602,517812.787279923,391404.783643287,661635.923309213,13.4752778833062,10.1857048609297,17.2180528236932,1.7967922382129,1972901.07444447,1809333.4406243,2143441.78679289,51.3417027688058,47.0851077742713,55.7797613601818,2.21842796516401,0.146467950322304,0.0856493922605526,0.220122161978723,0.0344892087198744,3041731,79.1563504767395
2003,9339995.72975769,6765856.67480595,12321548.9838996,3895823389,239.74381785708,173.669491638394,316.275861444078,36.4535139509651,1301848.906667,870101.436718895,1819166.46910445,33.4165278216362,22.3342115347338,46.6953012870382,6.23357727800817,1427969.36020931,1335071.90646015,1523945.82449152,36.6538525396514,34.2693128808092,39.1174258256788,1.2369098054535,520577.471704459,392518.204027888,666435.786996553,13.362450494402,10.0753592972458,17.1064168072469,1.79650888317674,1948546.83191377,1785537.08511829,2118571.61994388,50.0163030340534,45.8320849492259,54.3805868080607,2.18114420297236,0.142606851647078,0.0834830954615567,0.214276309299337,0.0335443391971529,3369103,86.4798699425848
2004,9429293.48090444,6859972.24358661,12399857.5860948,3948851459,238.78572235007,173.720696126762,314.011750374498,35.8598925370478,1302197.58523943,862256.584002289,1831347.58688388,32.9766160808995,21.8356297509516,46.3767149992431,6.28043779490432,1380843.61582934,1291656.27852764,1472965.12918803,34.9682339324817,32.7096699366539,37.3011024719842,1.17142066192134,514608.825214288,389022.56007121,657490.815152629,13.0318607969267,9.85153693701421,16.6501784627556,1.73707750235637,1895452.44104363,1736741.28664423,2061000.23179621,48.0000947294084,43.9809221662655,52.1923970348112,2.09515264751017,0.141215865526807,0.0822513726125114,0.212840670220714,0.0334947645028214,3788801,95.9469111294318
2005,9474443.88576287,6928543.31565182,12411489.0037668,4001864200,236.750759452629,173.132894305904,310.142683096712,35.0191077800636,1343853.06330607,882467.464654231,1900680.09717608,33.5806763084583,22.0514095569318,47.4948674464285,6.51212250149011,1361370.20303477,1275672.1011374,1449813.81857639,34.0184008001764,31.8769462776224,36.2284611900721,1.11020446959672,550008.41282325,416199.826921002,702179.063812875,13.7438050202516,10.400148683731,17.5462991426065,1.82584839773166,1911378.61585802,1747422.80204298,2082577.46558209,47.762205820428,43.6652198753515,52.0401833121195,2.13688472684228,0.144943094906952,0.0840528304255572,0.21891680652905,0.0345943085456368,4044890,101.075143929172
2006,9497483.44743222,6994072.88875354,12376951.196769,4054885545,234.223218930147,172.485087708031,305.235525378288,33.9277816149874,1390369.37294207,910379.788696779,1970328.76055009,34.2887452065449,22.4514299748695,48.5914765949354,6.69068226560434,1324964.2481848,1244078.90838303,1408360.13785855,32.675749623034,30.6809870359247,34.7324264083156,1.03364018629976,559825.728328057,428415.577348343,708542.879096961,13.8062029646772,10.5654172625566,17.4738071206634,1.76489896727245,1884789.97651286,1725722.62932435,2050766.07049471,46.4819525877112,42.5590959392753,50.575190045092,2.04530692058995,0.149465107265776,0.0867806149622542,0.225472029624195,0.0355760182918088,4327205,106.715835798024
2007,9481264.13618463,7040186.82127609,12279140.3906571,4107930573,230.803904002217,171.380375012879,298.913045691757,32.5912818444169,1327732.28511904,885801.186221127,1857644.50419984,32.3211958314427,21.5631975876903,45.2209323207526,6.05374975055318,1306581.92007667,1228791.3293781,1386725.46808687,31.8063291688613,29.9126605852232,33.7572761623902,0.980869141474968,544965.475951342,430787.760149554,672360.281573684,13.2661802887617,10.4867341960688,16.3673720776314,1.50187487993795,1851547.39602801,1709917.31705859,1998729.69153843,45.072509457623,41.6247861708588,48.6553912248514,1.79380389889377,0.142829766678461,0.0847777995368167,0.21288548336827,0.0328479017687136,4511890,109.83364786287
2008,9453142.2236245,7112160.08427475,12121224.1755346,4161067079,227.18072177525,170.921543662881,291.300859741189,30.7589065659748,1360054.48912868,954010.092359813,1836937.80645612,32.6852334583256,22.9270539082269,44.1458349884997,5.4261025563308,1271283.17726974,1197665.21258343,1347065.1572701,30.5518549240801,28.7826461300705,32.3730699768923,0.916013523248355,523274.893847337,414177.834637006,644931.505039949,12.5754976767424,9.95364474481249,15.4991854924612,1.41627688998967,1794558.07111708,1659616.28422914,1934696.67436424,43.1273526008225,39.8843914967116,46.4952051392834,1.68668936200259,0.146510688512782,0.0914767170171838,0.211776907978761,0.0308208411710869,4657768,111.936864068035
2009,9442258.81173526,7184168.25651752,12003448.6978808,4214368902,224.04917631331,170.468424183468,284.821973989613,29.2158359101112,1356589.80045681,978269.887375089,1795770.83809372,32.1896310456595,23.2127255616098,42.6106703008725,4.95882289820045,1246710.3710347,1174057.07877965,1321513.31044313,29.5823740167371,27.8584316200341,31.3573239830993,0.892662294151469,510412.803821596,406977.771946803,625381.707805129,12.1112511906438,9.65690905116696,14.8392730287172,1.3234391472771,1757123.17485629,1627719.78971961,1891403.45285245,41.6936252073808,38.6230970180885,44.8798739938228,1.59635119818457,0.146115163647608,0.0940379221162912,0.207274341095585,0.0289973914941265,4748453,112.67293182964
