iso3,cfr,cfr.sd,cfr.lo,cfr.hi
ABW,0.10069325981073,0.0235624083329586,0.0593974375476432,0.151294222910013
AFG,0.152775433339612,0.0455034579254989,0.075009109903321,0.25184285853803
AGO,0.188476245300343,0.0509884230717871,0.0994631483729955,0.297843555331562
AIA,0.420444926313547,0.153697424226935,0.143790192375879,0.729282230961652
ALB,0.0324469187882443,0.00899205999201783,0.0172165375400788,0.0522275381266106
AND,0.469331593865502,0.10982445775421,0.259609197443877,0.684970996478614
ARE,0.853869159639913,0.218080037691487,0.214737273371694,0.999999886166477
ARG,0.0686460987799528,0.00730774207944438,0.0550205463698296,0.0836369500178602
ARM,0.0854281714994263,0.0136492486553059,0.0606130458012117,0.11399222051274
ASM,0.0826787203366165,0.0193469729024529,0.0488566441698477,0.124318062959045
ATG,0.508381323848874,0.0575622480013229,0.395676611389576,0.620659141007533
AUS,0.0325256636881673,0.00257100552942445,0.0276753627508013,0.0377479210496511
AUT,0.0984710244307532,0.00768742151998844,0.0839189699073838,0.11403611414266
AZE,0.13483685582069,0.0185031093837859,0.100670917348064,0.173071642382162
BDI,0.252930231714426,0.0696597949783928,0.129897721628963,0.400591090063751
BEL,0.0397382310596028,0.00425865186320079,0.0318142460195152,0.0484907647175849
BEN,0.185329960523394,0.0499139933522728,0.0981945327398595,0.292414469172987
BFA,0.256827526188145,0.0708726030233264,0.131568001483283,0.406944553313677
BGD,0.125015400933027,0.0282222608452268,0.0751640579065748,0.185261854151795
BGR,0.0773955228908343,0.0097762489797968,0.0593342558558715,0.0976007647626523
BHR,0.0549783565229845,0.00595102111934199,0.0439014543306112,0.0672044629876297
BHS,0.0994956888715053,0.0169685730162247,0.0687695446502227,0.135106429864396
BIH,0.138850694547667,0.0209355152669194,0.100421542803162,0.18230883476472
BLR,0.142099377600133,0.018702859027636,0.107452918975006,0.180644937401745
BLZ,0.125126425578069,0.0153536721139102,0.0966080360670826,0.156707727512567
BMU,0.0551349739561946,0.0176597627379314,0.0258778161265869,0.094475519356294
BOL,0.122472766184042,0.0296161155435362,0.0706129983446142,0.186068064465426
BRA,0.0822525903653878,0.00747997261153943,0.0681899032772645,0.0974886787455197
BRB,0.393462595299572,0.0383756562018053,0.319608443661925,0.469823592157641
BRN,0.0648548027707646,0.00707199370615767,0.0516886815477128,0.0793805888316769
BTN,0.132802614780856,0.0322057710265711,0.0763371613023673,0.201876452842159
BWA,0.427392750242021,0.110649346040431,0.220521060174468,0.648754612736379
CAF,0.283477651689712,0.0711468883374294,0.155569664773879,0.432331726379784
CAN,0.042184051640478,0.00439495943569305,0.0339929394292083,0.0512041715830207
CHE,0.0514249913466747,0.00467839563030096,0.0426435635200105,0.0609689144123202
CHL,0.148470994039738,0.0118018309657583,0.126088178714871,0.172322296033477
CHN,0.0659586912993425,0.00820954815542454,0.0507904350989283,0.0829262009929153
CIV,0.235272388205485,0.0655149503061823,0.120195363625985,0.374809537540265
CMR,0.381318856553809,0.110520665917278,0.1799694049448,0.607206404205342
COD,0.18116528624136,0.0486061012821798,0.0963385448397293,0.285488477478524
COG,0.266526023840934,0.0792899457478325,0.127418367664574,0.434965995021978
COK,,,,
COL,0.107349642820516,0.0151285633426146,0.0795320033920174,0.138725307114316
COM,0.29181566274544,0.104881133425696,0.111802542204007,0.516010304134103
CPV,0.152057433300864,0.0225904848527705,0.110492436425153,0.19885611345162
CRI,0.090468744759425,0.0133628226771927,0.0660157668879327,0.118292134057307
CUB,0.0763153752764612,0.00704549807016454,0.0630824751286157,0.0906788751125448
CUW,0.0778946449752628,0.0182274904527661,0.0460505431683006,0.117146753326462
CYM,0.118201097859482,0.0276592746962825,0.0696011366509794,0.177467688251817
CYP,0.0769044951373674,0.00702240615862213,0.0637081712390775,0.0912145782820987
CZE,0.0462859581451347,0.00356043738078123,0.0395581210276762,0.0535073846256452
DEU,0.0563246881946372,0.00455932871328546,0.0477225353391848,0.0655842323573095
DJI,0.125594373878174,0.030164892163944,0.0727028654953369,0.190304055748243
DMA,0.0948019313767209,0.00732637030196948,0.0809306790495162,0.109633693455401
DNK,0.0406780810464559,0.00383834103968865,0.0334894804399228,0.0485235479119756
DOM,0.113632011777779,0.0302779346045413,0.0613789071709072,0.179281926765917
DZA,0.134554785756007,0.0318631800264571,0.0785101334954794,0.202745125911076
ECU,0.116123116380027,0.0175731691939929,0.0839463514280261,0.152684113912986
EGY,0.0551344898668887,0.00557782898780623,0.0447154810491067,0.0665600485314665
ERI,0.23870633360064,0.100021752097324,0.0752689172882175,0.459389299414872
ESP,0.0734548946112839,0.00768076964088919,0.0591163830420319,0.0891945222372832
EST,0.136368439154512,0.0120558032322719,0.113607974924759,0.160830609114166
ETH,0.149819206513146,0.0402014331992204,0.0800726694742583,0.236561630082192
FIN,0.1557060800875,0.0118791600298053,0.133137211008576,0.179676321220014
FJI,0.105982433276781,0.015274764678813,0.0779428072601315,0.137703209841735
FRA,0.0949649405728448,0.00668248737866365,0.0822722465626556,0.108455142174824
FSM,0.111799608694975,0.0264710593032304,0.0653990844345563,0.168622400540689
GAB,0.221398036339736,0.078286705792702,0.0894221939689805,0.392108252412647
GBR,0.0727566886666339,0.0045637623990206,0.0640649661280435,0.0819481834340039
GEO,0.0765819390409736,0.0083429664136785,0.0610374214356357,0.0937058995729306
GHA,0.37741960367899,0.154688285845604,0.10977214681076,0.697293746302819
GIN,0.160145346565911,0.0428013698847927,0.0857066828902924,0.252310677011894
GMB,0.173753727337017,0.0378253376236232,0.106177348053133,0.253750663166678
GNB,0.390529616035426,0.0972684338764519,0.210410469617368,0.587821291923641
GNQ,0.363224242159334,0.114520835043724,0.157853695377945,0.599700769994678
GRC,0.116340004038296,0.00953473852499436,0.0983070889133561,0.135659026912377
GRD,0.711399779457542,0.149604531335335,0.381242606058741,0.945326291472557
GRL,0.070270984646478,0.0164435398884855,0.0415731712455205,0.105712806237481
GTM,0.115153082650634,0.0164724384650832,0.0848742005947346,0.149321265837632
GUM,0.10694685668461,0.0245242839413123,0.0638199676379809,0.159484832771419
GUY,0.229951391043576,0.039160471694807,0.15790329802458,0.310931929083865
HKG,0.0384427894110563,0.00296914174542359,0.0328349639256069,0.0444675945928591
HND,0.194818831394791,0.03202923534685,0.136018189799493,0.261224585119414
HRV,0.222650411567319,0.0169619548165263,0.190300583888269,0.256749644677501
HTI,0.12291167046442,0.0218959432335921,0.083310880526126,0.168884848940424
HUN,0.14298192754891,0.0108971788896827,0.122291627553389,0.164983962691608
IDN,0.119124206072824,0.00809628698869107,0.103713556737442,0.135436632996166
IND,0.200770533213187,0.0350617314768004,0.13663859258948,0.273647045558289
IRL,0.0760787562229479,0.00614712057632325,0.0644695608701321,0.0885514968023027
IRN,0.092220556164516,0.0117727222093337,0.0704609117242509,0.116539942289871
IRQ,0.0891736381137115,0.0092161634894764,0.0719422387978366,0.108033484924728
ISL,0.223403381007873,0.0173028240590134,0.190417499622088,0.25820048945561
ISR,0.131507065896173,0.0115188213984229,0.10975864486205,0.15487868005182
ITA,0.0861520440729288,0.00715300484334726,0.0726509006419568,0.100672435122011
JAM,0.134447769696956,0.0206974971481084,0.0965288454402875,0.177478436943226
JOR,0.0190099820437655,0.00326456109136671,0.0131480917868643,0.0259117552969663
JPN,0.229599782518464,0.0185710243901896,0.194227080413915,0.26697356875459
KAZ,0.0600202181192534,0.0118505384580576,0.0389496993981294,0.0852405018921416
KEN,0.245990634026238,0.0652159887440429,0.130453228687362,0.384075225876006
KGZ,0.0560679075342827,0.00458592570905572,0.0474192373251911,0.0653849104153413
KHM,0.0864194078744256,0.0236785781368925,0.0459061590539292,0.138091537230183
KIR,0.110293692234131,0.0179011890223042,0.0777096566170886,0.147708745144091
KNA,0.451695086440048,0.0343683610144166,0.384842646718762,0.519424740584897
KOR,0.0778582044736487,0.00345215074189899,0.0712260702723012,0.0847558240830815
KWT,0.0279624496569565,0.0023397299309806,0.0235595577114771,0.0327254352939164
LAO,0.176378743567727,0.049524668061794,0.0905745879103292,0.283174217243367
LBN,0.114027463515504,0.0268803189560148,0.0668682693425747,0.171691153115821
LBR,0.247020674605839,0.0810049922270464,0.107680324383293,0.421298238346569
LBY,0.232108859559474,0.0861390432717831,0.0878223200761639,0.420260178256996
LCA,0.614632197299419,0.0587894904878126,0.496593120472414,0.72623747925847
LKA,0.058212028107995,0.00869256084635121,0.0423625351887835,0.0763684578936774
LSO,0.346713536058069,0.114673678780807,0.143547323108702,0.585601453164775
LTU,0.159207652481579,0.0129865192202428,0.134585229311559,0.185458412843281
LUX,0.0602800438862234,0.0069033204773521,0.0474665809386051,0.0744951112045792
LVA,0.163060920889611,0.0142158622456725,0.136165383171653,0.191849061921131
MAC,0.0779857491075748,0.0181566626680537,0.0462445521921288,0.117067998856746
MAR,0.108542443281772,0.0260534656769553,0.0629746172913775,0.164556464533108
MCO,,,,
MDA,0.120224482717291,0.0113382816811834,0.0988955555807975,0.14330360617101
MDG,0.200698804055167,0.0620290364244836,0.0942203159222205,0.334946704012754
MDV,0.0683314701519747,0.010202559890486,0.0497126002408833,0.0896252640430162
