g.whoregion,mid,hi,lo
EMR,0.471081747648476,0.545274798327288,0.398144807839109
AFR,0.508340839457688,0.579282665802502,0.437061503122181
EUR,0.499168698718289,0.573416493762249,0.424957547631459
AMR,0.473828082604598,0.548336216706541,0.400467529528253
SEA,0.492437053896388,0.56695638709151,0.418252273097685
WPR,0.492455849985307,0.567002973869983,0.418242698786558
